"","HHID","PN","MB014","MC150","MC270M1","MC018","MZ216","MQ015","MQ020","MQ025","MQ030","MQ035","MQ066","MQ107","MQ115","MQ121"
"11147","201899","020",NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11148","201903","010",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11149","201906","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11150","201906","021",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11151","201911","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,9998
"11152","201916","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11153","201916","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11154","201919","020",NA,5,98,5,12,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"11155","201920","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11156","201922","010",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11157","201925","020",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11158","201927","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11159","201928","010",NA,5,NA,5,8,1200,NA,NA,NA,NA,NA,NA,NA,NA
"11160","201928","020",NA,5,NA,5,12,1200,NA,NA,NA,NA,NA,NA,NA,NA
"11161","201937","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11162","201941","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11163","201946","011",NA,NA,97,5,12,NA,NA,NA,NA,NA,NA,NA,NA,9999
"11164","201954","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11165","201958","010",NA,5,6,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11166","201958","011",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11167","201962","020",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11168","201962","021",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11169","201964","010",NA,5,NA,5,14,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"11170","201969","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,28,NA,NA
"11171","201971","010",NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11172","201973","010",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11173","201975","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11174","201978","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11175","202004","010",NA,5,98,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11176","202006","020",NA,5,97,1,16,NA,1500,NA,NA,NA,NA,NA,NA,NA
"11177","202008","010",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11178","202011","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11179","202015","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11180","202016","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11181","202029","010",NA,NA,2,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11182","202034","020",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11183","202042","010",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11184","202051","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11185","202055","020",NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,571,NA,NA
"11186","202071","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11187","202073","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11188","202073","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11189","202076","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11190","202080","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11191","202081","010",NA,NA,97,5,11,NA,NA,NA,NA,NA,NA,427,NA,NA
"11192","202084","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11193","202087","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11194","202105","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11195","202114","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11196","202114","020",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11197","202121","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11198","202122","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11199","202129","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11200","202136","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11201","202143","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11202","202145","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11203","202160","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11204","202170","010",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11205","202173","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11206","202178","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11207","202196","010",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11208","202204","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11209","202208","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11210","202214","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11211","202232","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11212","202239","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11213","202249","010",NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11214","202265","011",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11215","202275","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11216","202283","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11217","202287","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11218","202297","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11219","202301","020",NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11220","202307","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11221","202309","010",NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11222","202309","020",NA,1,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11223","202314","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11224","202316","010",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11225","202330","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,9999
"11226","202334","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11227","202343","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11228","202354","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11229","202356","010",NA,1,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11230","202357","011",NA,5,NA,5,14,5000,99999998,NA,NA,NA,NA,NA,NA,NA
"11231","202366","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11232","202369","010",NA,NA,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,400
"11233","202376","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11234","202385","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11235","202396","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11236","202399","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11237","202405","010",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11238","202409","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11239","202410","010",NA,5,NA,5,12,1000,NA,NA,NA,NA,NA,NA,NA,NA
"11240","202413","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11241","202418","010",NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,9998,NA,NA
"11242","202425","010",NA,5,NA,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11243","202427","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11244","202431","010",NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11245","202433","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11246","202436","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11247","202452","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11248","202479","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11249","202486","010",NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,1142
"11250","202491","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11251","202493","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,90
"11252","202498","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11253","202500","020",NA,NA,97,5,6,NA,NA,NA,NA,NA,NA,NA,999998,NA
"11254","202506","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11255","202508","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11256","202508","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11257","202513","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11258","202514","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11259","202519","010",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11260","202521","021",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11261","202526","010",NA,5,97,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11262","202526","020",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11263","202544","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11264","202553","010",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11265","202555","010",NA,1,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11266","202557","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11267","202565","020",NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11268","202567","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11269","202572","010",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11270","202581","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11271","202588","010",NA,1,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11272","202589","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11273","202594","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11274","202598","010",NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,9999,NA,NA
"11275","202599","010",NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,9998
"11276","202603","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,9999,NA,NA
"11277","202607","020",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11278","202610","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11279","202612","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11280","202612","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11281","202613","010",NA,5,98,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11282","202614","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11283","202625","021",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11284","202628","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11285","202635","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11286","202637","010",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11287","202637","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11288","202644","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11289","202646","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11290","202651","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11291","202656","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11292","202687","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11293","202689","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11294","202697","020",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,1351
"11295","202709","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11296","202717","020",NA,1,6,1,12,15000,NA,NA,NA,NA,NA,NA,NA,NA
"11297","202740","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11298","202746","010",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,9998
"11299","202747","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11300","202751","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11301","202757","010",NA,5,6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11302","202759","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11303","202763","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11304","202773","011",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11305","202782","010",NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11306","202785","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11307","202806","010",NA,NA,NA,5,12,99999999,NA,NA,NA,NA,NA,NA,NA,NA
"11308","202806","020",NA,5,NA,5,16,99999999,NA,NA,NA,NA,NA,NA,NA,NA
"11309","202813","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11310","202821","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11311","202823","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,15999,NA,NA,NA
"11312","202830","020",NA,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11313","202838","020",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11314","202844","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11315","202855","010",NA,5,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11316","202873","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11317","202874","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11318","202884","020",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11319","202898","010",NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11320","202898","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11321","202904","020",NA,1,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11322","202907","010",NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,216,NA,NA
"11323","202907","020",NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,216,NA,NA
"11324","202908","010",NA,5,98,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11325","202919","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11326","202928","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11327","202928","011",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11328","202933","010",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11329","202934","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11330","202936","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11331","202936","020",NA,5,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11332","202939","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11333","202941","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11334","202943","020",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11335","202945","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11336","202955","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11337","202955","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11338","202960","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,700
"11339","202968","010",NA,5,2,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11340","202970","010",NA,5,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11341","202973","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11342","202973","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11343","202977","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11344","202983","010",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11345","202985","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11346","202989","010",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11347","202999","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11348","203014","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11349","203014","020",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11350","203017","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11351","203022","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11352","203028","011",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11353","203031","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11354","203036","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11355","203038","012",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11356","203044","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,353
"11357","203047","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11358","203067","020",NA,5,98,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11359","203069","020",NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11360","203076","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11361","203080","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11362","203080","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11363","203086","010",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11364","203096","020",NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11365","203102","010",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11366","203105","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11367","203108","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11368","203115","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11369","203117","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11370","203128","020",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11371","203133","020",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11372","203135","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,1157
"11373","203139","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,1052
"11374","203140","010",NA,5,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11375","203141","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11376","203156","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11377","203157","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11378","203168","020",NA,5,98,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11379","203170","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,123
"11380","203173","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11381","203173","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11382","203178","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11383","203188","021",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11384","203195","010",NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11385","203201","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11386","203205","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11387","203205","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11388","203209","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11389","203209","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11390","203215","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11391","203222","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11392","203223","010",NA,5,6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11393","203230","010",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11394","203234","020",NA,5,98,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11395","203241","010",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11396","203245","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11397","203246","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11398","203247","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11399","203262","020",NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11400","203267","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11401","203269","010",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11402","203273","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11403","203273","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11404","203275","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11405","203275","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11406","203277","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11407","203281","020",NA,5,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11408","203281","021",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11409","203295","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11410","203295","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11411","203297","020",NA,5,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11412","203303","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11413","203309","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11414","203311","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11415","203313","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11416","203322","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11417","203327","010",NA,5,98,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11418","203345","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11419","203345","020",NA,5,98,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11420","203347","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11421","203368","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422","203379","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11423","203382","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11424","203382","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425","203383","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426","203385","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427","203389","010",NA,5,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428","203389","020",NA,5,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429","203392","010",NA,5,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430","203396","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,2000
"11431","203396","020",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2000
"11432","203400","010",NA,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11433","203402","010",NA,NA,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11434","203402","020",NA,5,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11435","203404","010",NA,5,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
