"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OY005","OY006","OY007","OY008","OY009","OY010","OY011","OY012","OY013","OY014","OY015","OY016","OY017","OY018","OY019","OY020","OY021","OY022","OY023","OY024","OY025","OY026","OY028","OY029","OY062","OY063","OY064","OY065","OY066","OY067","OY068","OY069","OY070","OY071","OY072","OY073","OY074","OY075","OY076","OY077","OY078","OY079","OY080","OY081","OY082","OY083","OY084","OY085","OY086","OY087","OY088","OY089","OY090","OY091","OY092","OY093","OY094","OY095","OY096","OY097","OY098","OY100","OY101","OY102","OY103","OY104","OY105","OY106","OY107","OY108","OY109","OY110","OY111","OY112","OY113","OY114","OY115","OVDATE","OVERSION","year"
"548","157738","020","0","0","010",5,1,5,270,68,323,429,NA,48,21,27,38,14,18,116,45,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,48,6,19,16,NA,NA,NA,NA,NA,NA,21,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,490,0,243,NA,1776,359,199,NA,NA,29,NA,492,356,NA,NA,NA,148,NA,229,226,5661,3,2,"14"
"549","158546","010","0","0",NA,1,1,1,311,98,641,706,NA,54,22,26,43,18,29,144,52,64,NA,NA,NA,NA,NA,NA,1,139,54,81,56,10,13,11,NA,NA,NA,NA,NA,NA,37,30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,501,1,396,174,3907,57,NA,NA,NA,23,NA,708,291,522,28,NA,165,NA,268,17,8816,2,2,"14"
"550","158937","010","0","0","011",5,1,1,751,107,585,906,NA,64,22,25,77,25,43,181,34,96,NA,NA,NA,NA,NA,NA,1,196,33,57,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,16,NA,NA,NA,47,18,29,NA,NA,NA,NA,NA,NA,165,848,19,396,312,2,82,NA,NA,NA,281,NA,579,407,680,92,NA,262,NA,125,14,6488,3,2,"14"
"551","158937","011","0","0","010",1,5,5,932,72,520,580,NA,63,21,40,48,29,107,224,36,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,57,21,9,13,8,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,2,349,NA,4,1154,27,NA,NA,46,NA,453,232,NA,NA,NA,24,NA,272,16,4695,3,2,"14"
"552","160654","010","0","0","020",1,1,5,236,54,521,632,NA,52,22,39,47,26,63,161,23,55,NA,NA,NA,NA,NA,NA,1,86,40,76,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,19,25,NA,NA,NA,8,8,11,NA,NA,NA,NA,NA,NA,87,467,310,345,NA,2,575,44,NA,NA,85,NA,697,347,NA,NA,NA,153,NA,23,18,4528,3,2,"14"
"553","160654","020","0","0","010",5,5,1,68,49,380,577,NA,58,21,37,76,20,30,162,34,50,NA,NA,NA,NA,NA,NA,1,69,53,69,44,7,6,5,NA,NA,NA,NA,NA,NA,9,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,1,268,141,1,424,50,NA,NA,37,NA,454,392,1208,77,NA,129,NA,101,16,4385,3,2,"14"
"554","171839","010","0","0",NA,1,1,1,327,126,1026,715,NA,66,22,14,68,52,21,188,47,92,NA,NA,NA,NA,NA,NA,2,83,48,74,70,20,25,12,10,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,250,1,532,93,2660,242,NA,NA,NA,35,NA,743,380,505,1,NA,90,NA,130,13,7875,4,2,"14"
"555","172020","010","0","0","020",1,5,1,430,102,583,789,NA,57,21,25,57,30,63,192,41,65,NA,NA,NA,NA,NA,NA,NA,196,54,79,50,13,17,10,NA,NA,NA,NA,NA,NA,23,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,253,302,148,2,509,871,NA,NA,37,NA,707,366,1464,190,NA,86,59,133,15,7051,2,2,"14"
"556","172020","020","0","0","010",5,1,5,263,57,466,552,NA,57,21,22,94,22,27,169,25,NA,NA,NA,NA,NA,NA,NA,3,136,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,23,NA,NA,NA,NA,NA,NA,13,16,13,NA,NA,NA,92,647,1,332,NA,2,179,307,NA,NA,25,NA,655,327,NA,NA,NA,17,NA,283,20,4135,2,2,"14"
"557","173350","010","0","0","011",1,1,1,549,61,459,579,NA,46,22,36,41,19,29,128,38,97,NA,NA,NA,NA,NA,NA,1,51,50,67,48,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1182,1,278,436,1,60,221,NA,NA,27,NA,755,404,1062,75,NA,299,17,105,13,6602,3,2,"14"
"558","173350","011","0","0","010",5,5,5,58,43,586,523,NA,50,21,17,70,17,13,119,19,61,NA,NA,NA,NA,NA,NA,1,67,42,57,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,11,NA,NA,NA,NA,NA,NA,26,12,7,NA,NA,NA,80,NA,0,412,NA,1,72,NA,NA,NA,37,NA,513,239,NA,NA,NA,110,NA,150,23,2768,4,2,"14"
"559","173829","010","0","0","020",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"14"
"560","173829","020","0","0","010",5,1,5,155,73,417,501,NA,54,21,47,53,23,30,160,51,NA,NA,NA,NA,NA,NA,NA,1,64,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,35,NA,NA,NA,NA,NA,NA,9,14,30,NA,NA,NA,107,364,0,259,NA,1,64,236,NA,NA,27,NA,474,336,NA,NA,NA,134,NA,113,13,3170,3,2,"14"
"561","174323","010","0","0","020",5,5,1,138,55,990,805,NA,92,22,35,117,29,30,208,30,63,NA,NA,NA,NA,NA,NA,1,143,49,79,58,10,14,20,NA,NA,NA,NA,NA,NA,14,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,2,580,380,1,72,326,NA,NA,668,NA,1285,455,2043,104,NA,166,260,65,16,8496,3,2,"14"
"562","174323","020","0","0","010",1,1,5,348,76,818,706,NA,114,23,42,74,30,67,246,62,NA,NA,NA,NA,NA,NA,NA,2,92,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9,41,NA,NA,NA,NA,NA,NA,8,11,11,NA,NA,NA,107,575,346,301,NA,5,892,33,NA,NA,48,NA,862,397,NA,NA,NA,83,NA,254,18,5769,2,2,"14"
"563","174662","011","0","0",NA,1,1,1,393,69,815,806,NA,63,38,5,76,27,65,197,26,96,NA,NA,NA,NA,NA,NA,3,117,52,86,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,23,15,NA,NA,NA,13,26,13,NA,NA,NA,NA,NA,NA,137,251,3,319,196,1,1321,30,NA,NA,47,NA,1089,400,484,33,254,159,NA,40,16,6730,7,2,"14"
"564","175909","010","0","0","020",1,5,1,215,49,408,542,NA,52,22,23,45,20,27,134,41,53,NA,NA,NA,NA,NA,NA,1,64,50,68,45,9,7,22,NA,NA,NA,NA,NA,NA,10,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,1,241,143,1,66,NA,NA,NA,44,NA,581,325,967,84,NA,126,24,241,12,4078,3,2,"14"
"565","175909","020","0","0","010",5,1,5,188,42,445,518,NA,51,21,23,55,18,16,118,27,42,NA,NA,NA,NA,NA,NA,1,79,47,65,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,31,71,218,0,205,NA,1,411,57,NA,NA,28,NA,448,243,NA,NA,NA,112,NA,175,9,3101,4,2,"14"
"566","176976","010","0","0",NA,1,1,1,154,77,407,671,NA,48,21,41,60,21,50,180,48,83,NA,NA,NA,NA,NA,NA,1,110,55,75,47,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,68,1,357,400,1,64,197,NA,NA,65,NA,1032,401,491,37,NA,77,NA,236,12,4753,7,2,"14"
"567","178105","010","0","0","020",5,1,5,345,71,914,869,NA,84,22,51,117,27,76,275,49,77,NA,NA,NA,NA,NA,NA,1,97,48,89,60,10,27,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,659,261,732,NA,2,90,NA,NA,NA,99,NA,996,429,NA,NA,NA,206,NA,322,26,6045,7,2,"14"
"568","178105","020","0","0","010",1,5,1,307,110,744,896,NA,81,22,34,69,27,29,160,32,60,NA,NA,NA,NA,NA,NA,4,259,50,82,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,47,21,NA,NA,NA,15,19,21,NA,NA,NA,NA,NA,NA,134,NA,2,354,457,1,69,NA,NA,NA,30,NA,1167,524,947,225,NA,165,NA,229,15,6281,7,2,"14"
"569","178209","010","1","1",NA,1,1,1,204,104,522,610,NA,57,22,44,58,24,35,176,56,64,NA,NA,NA,NA,NA,NA,2,47,51,81,51,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,379,2,316,137,2,578,29,NA,NA,48,NA,742,366,879,99,NA,182,NA,100,16,5325,2,2,"14"
"570","178770","010","0","0","011",1,1,5,407,85,640,499,NA,54,22,19,56,20,45,147,25,50,NA,NA,NA,NA,NA,NA,1,65,24,42,54,9,6,7,NA,NA,NA,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,503,0,348,NA,2658,79,284,NA,NA,142,NA,700,262,NA,NA,NA,127,NA,184,11,6931,2,2,"14"
"571","178770","011","0","0","010",5,5,1,70,97,427,552,NA,62,22,20,33,20,51,120,15,43,NA,NA,NA,NA,NA,NA,1,82,48,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,34,NA,NA,NA,NA,NA,NA,20,6,6,NA,NA,NA,79,NA,1,411,795,2498,363,449,NA,NA,34,NA,924,416,1352,33,NA,84,NA,241,10,8772,2,2,"14"
"572","179938","010","0","0","020",1,1,1,329,71,471,576,NA,58,24,32,52,18,26,132,34,50,NA,NA,NA,NA,NA,NA,3,74,58,80,49,8,10,7,NA,NA,NA,NA,NA,NA,16,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,348,1,208,324,3,467,519,NA,NA,37,NA,483,407,898,136,NA,133,NA,187,17,5628,6,2,"14"
"573","179938","020","0","0","010",5,5,5,136,16,644,250,18,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,374,NA,NA,69,NA,NA,NA,29,NA,705,NA,NA,NA,NA,139,NA,NA,16,2402,7,2,"14"
"574","180659","010","0","0","020",5,5,5,95,63,879,915,NA,65,23,32,88,41,90,283,56,140,NA,NA,NA,NA,NA,NA,1,104,65,98,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,17,NA,NA,NA,12,11,35,NA,NA,NA,NA,NA,NA,104,NA,1,634,NA,2148,248,NA,NA,NA,417,NA,868,399,NA,NA,NA,105,NA,296,25,7100,7,2,"14"
"575","180659","020","0","0","010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"14"
"576","181845","010","0","0","020",1,1,1,181,57,470,594,NA,52,22,38,44,15,20,108,26,93,NA,NA,NA,NA,NA,NA,1,58,48,66,46,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,464,2,242,205,1,384,60,NA,NA,38,NA,767,558,1309,97,NA,178,56,244,22,5937,4,2,"14"
"577","181845","020","0","0","010",5,5,5,62,93,400,533,NA,50,22,29,80,16,28,155,29,NA,NA,NA,NA,NA,NA,NA,1,104,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,35,30,130,NA,263,173,NA,1,608,478,NA,NA,30,NA,793,429,NA,NA,NA,110,NA,146,13,4132,6,2,"14"
"578","183414","010","0","0","020",1,1,1,179,43,500,564,NA,41,20,18,40,17,39,115,17,56,NA,NA,NA,NA,NA,NA,1,98,44,60,45,16,36,7,NA,NA,NA,NA,NA,NA,29,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,228,102,387,264,2725,49,NA,NA,NA,23,NA,745,585,924,69,NA,189,NA,323,129,8041,4,2,"14"
"579","183414","020","0","0","010",5,5,5,75,15,400,400,15,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,360,NA,NA,83,252,NA,NA,146,NA,640,NA,NA,NA,NA,165,NA,78,126,2752,4,2,"14"
"580","183715","010","0","0","020",5,5,1,165,74,803,737,NA,76,21,19,89,47,52,215,25,69,NA,NA,NA,NA,NA,NA,2,81,48,89,63,15,22,15,NA,NA,NA,NA,NA,NA,17,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,2,429,436,2,171,1351,NA,NA,421,NA,1131,864,1236,239,NA,234,123,240,20,8719,6,2,"14"
"581","183715","020","0","0","010",1,1,5,244,59,431,581,NA,56,21,28,60,21,27,145,28,60,NA,NA,NA,NA,NA,NA,1,82,23,61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,NA,NA,NA,NA,NA,NA,8,16,13,NA,NA,NA,63,248,1,296,NA,3,616,501,NA,NA,43,NA,596,398,NA,NA,NA,196,NA,87,18,4348,4,2,"14"
"582","183748","010","0","0","020",5,1,5,134,79,680,660,NA,57,21,35,75,53,40,201,32,52,NA,NA,NA,NA,NA,NA,1,88,57,86,52,10,11,7,NA,NA,NA,9,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,298,1,448,NA,3076,615,538,NA,NA,66,NA,911,326,NA,NA,NA,315,NA,352,15,8523,2,2,"14"
"583","183748","020","0","0","010",1,5,1,332,68,726,786,NA,108,21,50,160,20,36,242,25,46,NA,NA,NA,NA,NA,NA,1,134,57,92,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,NA,NA,NA,NA,NA,NA,4,6,12,NA,NA,NA,44,NA,364,411,438,3331,102,463,NA,NA,100,NA,857,425,1390,133,NA,273,NA,531,11,10758,2,2,"14"
"584","184645","010","1","1",NA,1,1,1,211,70,845,547,NA,62,21,18,38,18,26,115,32,45,NA,NA,NA,NA,NA,NA,1,91,52,76,46,9,18,6,NA,NA,NA,11,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,814,0,406,414,2758,303,503,NA,NA,215,NA,1104,396,658,39,NA,96,149,339,11,9885,4,2,"14"
"585","184645","020","2","2","022",5,1,1,166,55,448,423,NA,47,21,18,41,15,20,97,20,41,NA,NA,NA,NA,NA,NA,2,38,46,60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,16,NA,NA,NA,NA,NA,NA,5,6,11,NA,NA,NA,51,431,1,290,256,2648,386,234,NA,NA,44,NA,490,285,613,105,NA,178,NA,213,195,7468,6,2,"14"
"586","184645","022","2","2","020",1,5,5,242,97,390,430,NA,51,39,26,50,19,40,138,28,NA,NA,NA,NA,NA,NA,NA,1,57,NA,NA,51,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,258,285,NA,2213,715,933,NA,NA,35,NA,494,333,NA,NA,NA,62,NA,369,12,6874,6,2,"14"
"587","185442","010","0","0","020",1,1,5,189,51,467,672,NA,52,21,30,41,22,52,167,51,47,NA,NA,NA,NA,NA,NA,2,91,49,77,53,12,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,46,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,385,250,278,NA,3191,425,148,NA,NA,32,NA,727,326,NA,NA,NA,222,NA,319,12,7725,6,2,"14"
"588","185442","020","0","0","010",5,5,1,74,72,966,551,NA,58,21,16,48,58,31,160,22,78,NA,NA,NA,NA,NA,NA,1,38,29,51,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,7,NA,NA,NA,9,28,8,NA,NA,NA,NA,NA,NA,71,NA,1,379,140,3081,591,29,NA,NA,54,NA,905,359,1191,103,NA,257,NA,302,17,9081,6,2,"14"
"589","185743","020","0","0",NA,1,1,1,448,128,636,599,NA,63,22,43,85,36,37,189,31,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,25,NA,NA,NA,NA,NA,NA,22,10,15,NA,NA,NA,95,625,0,377,124,1,295,NA,NA,NA,271,NA,521,668,509,58,NA,148,NA,443,14,5894,3,2,"14"
"590","186112","020","0","0",NA,1,1,1,269,97,673,572,NA,72,21,26,56,24,33,155,40,NA,NA,NA,NA,NA,NA,NA,1,98,NA,NA,71,17,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,694,216,274,217,2989,776,242,NA,NA,59,NA,648,432,474,59,NA,38,NA,106,15,8856,2,2,"14"
"591","186469","010","0","0",NA,1,1,1,597,82,590,522,NA,57,21,27,46,18,21,116,28,49,NA,NA,NA,NA,NA,NA,3,65,43,70,50,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,306,1,330,127,3562,65,167,NA,NA,33,NA,540,388,639,137,NA,183,NA,283,14,8583,4,2,"14"
"592","186895","010","0","0","020",1,5,1,229,35,434,535,NA,51,22,22,50,16,28,115,18,51,NA,NA,NA,NA,NA,NA,1,70,44,68,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,8,NA,NA,NA,8,10,11,NA,NA,NA,NA,NA,NA,51,NA,1,283,196,1,50,NA,NA,NA,40,NA,884,277,660,48,NA,162,NA,108,18,3974,3,2,"14"
"593","186895","020","0","0","010",5,1,5,163,45,468,500,NA,46,21,27,50,25,21,127,29,45,NA,NA,NA,NA,NA,NA,1,59,46,61,34,7,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,363,2,317,NA,1,89,NA,NA,NA,29,NA,800,479,NA,NA,NA,152,NA,161,15,3592,3,2,"14"
"594","187105","010","0","0",NA,1,1,1,209,188,1306,872,NA,99,21,73,130,24,53,246,37,86,NA,NA,NA,NA,NA,NA,1,93,57,94,59,10,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,831,1,855,287,1,142,NA,NA,NA,112,NA,688,623,1192,1,NA,130,NA,839,29,8312,7,2,"14"
"595","200306","020","0","0",NA,1,1,1,360,120,479,760,NA,120,21,28,87,21,55,197,32,63,NA,NA,NA,NA,NA,NA,1,105,32,58,61,10,12,27,NA,NA,NA,NA,NA,NA,13,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,339,0,437,544,1,86,NA,NA,NA,78,NA,1024,498,1013,78,NA,166,NA,259,16,6260,2,2,"14"
"596","200402","020","0","0",NA,1,1,1,222,101,636,721,NA,75,23,31,74,30,49,187,31,57,NA,NA,NA,NA,NA,NA,2,95,53,95,54,8,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,386,1,457,85,3327,65,NA,NA,NA,46,NA,736,283,887,27,NA,156,NA,256,26,8425,2,2,"14"
"597","200500","020","0","0",NA,1,1,1,347,83,583,608,NA,57,22,21,83,21,27,158,25,57,NA,NA,NA,NA,NA,NA,3,80,35,73,53,9,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,478,2,570,116,3,60,NA,NA,NA,47,NA,1020,413,907,270,NA,134,NA,301,20,5975,2,2,"14"
"598","200525","010","0","0",NA,1,1,1,220,36,464,727,489,304,22,32,65,25,23,113,NA,59,NA,NA,NA,NA,NA,NA,2,36,12,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,1,557,152,NA,57,NA,NA,NA,20,NA,573,NA,638,2,NA,101,NA,38,13,3899,3,2,"14"
"599","201025","020","0","0",NA,1,1,1,190,73,630,563,NA,57,21,17,91,23,13,156,29,64,NA,NA,NA,NA,NA,NA,1,76,22,50,55,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,205,1,407,279,3645,106,NA,NA,NA,44,NA,581,331,750,81,NA,121,NA,300,14,8323,3,2,"14"
"600","201180","010","0","0",NA,1,1,1,480,54,504,308,11,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,2,722,489,NA,74,NA,NA,NA,53,NA,724,NA,790,77,NA,313,NA,100,17,5179,6,2,"14"
"601","201451","011","0","0",NA,1,1,1,492,32,515,344,5,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,2,908,269,NA,80,NA,NA,NA,39,NA,553,NA,575,2,298,143,NA,NA,20,4818,4,2,"14"
"602","201631","010","0","0",NA,1,1,1,672,128,1065,923,NA,105,25,28,108,29,100,279,41,105,NA,NA,NA,NA,NA,NA,1,53,58,93,98,8,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,17,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,148,98,703,NA,1,264,NA,NA,NA,138,NA,1297,352,347,119,NA,176,NA,136,14,6583,3,2,"14"
"603","202275","010","0","0",NA,1,1,1,324,78,496,587,NA,53,22,11,53,22,40,137,19,78,NA,NA,NA,NA,NA,NA,2,74,38,62,47,6,36,5,NA,NA,NA,NA,NA,NA,9,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,269,3,302,92,2988,73,NA,NA,NA,23,NA,424,250,324,4,NA,209,NA,195,12,6657,2,2,"14"
"604","202314","010","0","0",NA,1,1,1,482,172,1185,1021,NA,72,23,26,112,56,65,275,41,217,NA,NA,NA,NA,NA,NA,5,112,75,110,71,12,7,10,27,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,611,69,594,NA,1,100,NA,NA,NA,58,NA,585,270,343,1,NA,219,NA,134,12,5916,3,2,"14"
"605","202526","010","0","0","020",1,5,1,616,244,1630,1171,NA,61,25,100,129,87,117,340,NA,140,NA,NA,NA,NA,NA,NA,6,53,45,117,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,41,18,50,27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,4,478,418,4238,139,NA,NA,NA,56,NA,700,318,1141,57,NA,356,NA,459,15,12062,2,2,"14"
"606","202526","020","0","0","010",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"14"
"607","202581","010","0","0",NA,1,1,1,413,34,673,357,16,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,1,769,379,NA,121,NA,NA,NA,44,NA,821,NA,744,98,NA,122,NA,134,14,4967,2,2,"14"
