"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OY005","OY006","OY007","OY008","OY009","OY010","OY011","OY012","OY013","OY014","OY015","OY016","OY017","OY018","OY019","OY020","OY021","OY022","OY023","OY024","OY025","OY026","OY028","OY029","OY062","OY063","OY064","OY065","OY066","OY067","OY068","OY069","OY070","OY071","OY072","OY073","OY074","OY075","OY076","OY077","OY078","OY079","OY080","OY081","OY082","OY083","OY084","OY085","OY086","OY087","OY088","OY089","OY090","OY091","OY092","OY093","OY094","OY095","OY096","OY097","OY098","OY100","OY101","OY102","OY103","OY104","OY105","OY106","OY107","OY108","OY109","OY110","OY111","OY112","OY113","OY114","OY115","OVDATE","OVERSION","year"
"608","202806","010","0","0","020",5,1,5,215,75,591,1118,NA,88,21,33,98,36,56,220,27,142,NA,NA,NA,NA,NA,NA,1,279,47,83,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,43,26,26,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,337,1,1040,NA,2,722,NA,NA,NA,49,NA,930,310,NA,NA,NA,192,NA,193,10,5794,3,2,"14"
"609","202806","020","0","0","010",1,5,1,177,36,477,562,NA,44,22,25,73,25,34,156,23,69,NA,NA,NA,NA,NA,NA,1,69,53,71,42,14,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,168,272,128,1,312,NA,NA,NA,445,NA,1000,339,676,83,NA,138,NA,119,31,4968,3,2,"14"
"610","203031","020","0","0",NA,1,1,1,750,114,1812,382,12,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,1,1493,238,NA,114,NA,NA,NA,91,NA,1637,NA,473,1,NA,92,NA,NA,13,7574,7,2,"14"
"611","203173","010","0","0","020",1,5,1,207,53,633,524,NA,50,23,31,46,23,23,121,25,55,NA,NA,NA,NA,NA,NA,1,62,59,97,41,7,7,9,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,4,412,120,2,57,NA,NA,NA,49,NA,495,286,1047,79,NA,99,NA,132,12,4231,3,2,"14"
"612","203173","020","0","0","010",5,1,5,164,77,404,631,NA,50,21,31,49,22,59,170,28,71,NA,NA,NA,NA,NA,NA,2,41,53,85,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,53,16,9,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,273,315,203,NA,2,138,NA,NA,NA,60,NA,581,359,NA,NA,NA,301,NA,270,16,3799,3,2,"14"
"613","203297","020","0","0",NA,1,1,1,385,51,590,281,11,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,41,445,NA,NA,103,NA,NA,NA,25,NA,883,NA,436,36,NA,138,NA,NA,18,3675,7,2,"14"
"614","203327","010","0","0",NA,1,1,1,296,161,1266,748,NA,93,22,27,92,20,36,179,27,87,NA,NA,NA,NA,NA,NA,2,74,52,89,49,12,7,7,NA,NA,NA,51,25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,345,415,572,NA,4,80,NA,NA,NA,49,NA,1046,431,522,3,NA,162,NA,432,11,6550,3,2,"14"
"615","203788","021","0","0",NA,1,1,1,260,179,698,662,NA,53,22,33,63,38,61,187,24,61,NA,NA,NA,NA,NA,NA,1,86,52,80,51,8,9,20,NA,NA,NA,15,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,227,0,322,230,0,703,NA,NA,NA,38,NA,576,454,651,0,NA,93,NA,1,14,5110,4,2,"14"
"616","203857","020","0","0",NA,1,1,1,789,129,738,330,19,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,1,645,254,NA,100,NA,NA,NA,60,NA,833,NA,1084,34,NA,131,NA,197,22,5881,3,2,"14"
"617","203990","010","0","0",NA,1,1,1,245,60,517,538,NA,51,21,12,44,18,21,99,15,77,NA,NA,NA,NA,NA,NA,2,76,35,49,59,9,8,13,NA,NA,NA,NA,NA,NA,8,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,353,0,386,142,2422,90,NA,NA,NA,20,NA,763,366,873,114,230,168,NA,189,14,7497,3,2,"14"
"618","204639","020","0","0",NA,1,1,1,309,117,1038,954,NA,89,45,37,239,28,45,343,26,107,NA,NA,NA,NA,NA,NA,2,100,68,92,57,8,10,8,NA,NA,NA,11,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,533,1,736,477,2974,155,NA,NA,NA,102,NA,1629,444,896,28,NA,247,161,314,25,11154,3,2,"14"
"619","204721","020","0","0",NA,1,1,1,347,142,1041,682,NA,58,22,48,40,20,106,169,NA,109,NA,NA,NA,NA,NA,NA,4,37,55,112,55,8,11,11,NA,NA,NA,NA,NA,NA,14,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,334,28,622,189,2,113,NA,NA,NA,47,NA,1485,391,527,48,NA,336,70,117,20,6547,6,2,"14"
"620","204810","010","0","0","020",1,5,1,150,71,284,456,NA,41,21,27,29,20,25,105,29,93,NA,NA,NA,NA,NA,NA,NA,32,38,56,39,5,9,5,NA,NA,NA,NA,NA,NA,9,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,0,184,235,0,39,NA,NA,NA,18,NA,319,184,522,41,NA,111,13,169,8,2819,2,2,"14"
"621","204810","020","0","0","010",5,1,5,74,32,337,524,NA,41,21,15,32,20,32,110,25,107,NA,NA,NA,NA,NA,NA,1,50,55,76,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,12,NA,NA,NA,6,6,7,NA,NA,NA,NA,NA,NA,60,233,1,201,NA,1,41,NA,NA,NA,33,NA,462,281,NA,NA,NA,150,NA,156,9,2543,2,2,"14"
"622","205001","010","0","0","011",1,1,1,299,65,508,699,NA,57,21,15,47,22,84,190,29,75,NA,NA,NA,NA,NA,NA,1,93,42,77,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,30,25,NA,NA,NA,NA,NA,NA,7,8,21,NA,NA,NA,98,396,2,284,62,1,63,NA,NA,NA,62,NA,571,270,1026,73,NA,154,74,85,15,4721,2,2,"14"
"623","205001","011","0","0","010",5,5,5,115,55,520,601,NA,58,22,23,42,21,33,117,19,67,NA,NA,NA,NA,NA,NA,1,97,40,62,47,14,8,12,NA,NA,NA,NA,NA,NA,15,45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,1,250,NA,1,79,NA,NA,NA,22,NA,509,215,NA,NA,NA,102,NA,175,11,2657,2,2,"14"
"624","205110","021","0","0",NA,1,1,1,547,73,1301,792,NA,56,22,35,83,153,46,305,22,82,NA,NA,NA,NA,NA,NA,1,98,26,93,46,7,8,5,NA,NA,NA,NA,NA,NA,7,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,225,0,464,326,1,47,NA,NA,NA,16,NA,824,223,548,324,NA,147,NA,84,22,5968,3,2,"14"
"625","205229","020","0","0","021",5,5,1,126,77,691,635,NA,62,21,22,53,77,68,216,16,69,NA,NA,NA,NA,NA,NA,NA,69,12,33,58,22,10,12,NA,NA,NA,NA,NA,NA,13,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0,417,196,3,130,NA,NA,NA,29,NA,612,476,470,31,NA,86,NA,75,16,4077,7,2,"14"
"626","205229","021","0","0","020",1,1,5,702,50,427,583,NA,53,21,39,39,17,41,134,35,58,NA,NA,NA,NA,NA,NA,1,90,51,74,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,11,7,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,923,1,374,NA,3061,228,434,NA,NA,58,NA,1013,347,NA,NA,NA,95,NA,273,35,8627,7,2,"14"
"627","205312","010","0","0",NA,1,1,1,218,104,469,543,NA,51,21,16,44,23,32,132,31,53,NA,NA,NA,NA,NA,NA,2,63,26,64,50,6,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,256,1,439,197,2,73,NA,NA,NA,26,NA,543,278,443,173,141,119,70,103,14,4214,3,2,"14"
"628","205403","010","0","0","011",5,1,1,238,70,926,813,NA,55,21,38,72,73,70,257,40,70,NA,NA,NA,NA,NA,NA,1,92,56,79,54,20,9,21,22,60,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,587,0,628,703,1,76,NA,NA,NA,46,NA,800,491,772,67,NA,300,NA,143,14,6688,2,2,"14"
"629","205403","011","0","0","010",1,5,5,295,42,433,507,NA,46,21,21,36,20,52,131,21,45,NA,NA,NA,NA,NA,NA,2,50,37,59,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,11,NA,NA,NA,7,7,22,NA,NA,NA,NA,NA,NA,76,NA,2,221,NA,1,78,NA,NA,NA,48,NA,425,367,NA,NA,NA,159,NA,174,13,2769,2,2,"14"
"630","205496","020","0","0",NA,1,1,1,147,78,415,431,NA,41,21,14,49,20,13,103,20,36,NA,NA,NA,NA,NA,NA,1,61,16,31,42,6,13,9,NA,NA,NA,NA,NA,NA,10,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,144,1,295,107,2424,96,186,NA,NA,20,NA,683,275,351,18,NA,118,NA,227,11,6030,2,2,"14"
"631","205677","010","0","0",NA,1,1,1,332,102,642,885,NA,83,29,49,124,72,34,233,NA,153,NA,NA,NA,NA,NA,NA,45,41,29,93,49,22,22,30,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,82,3,803,180,1,70,NA,NA,NA,33,NA,688,234,382,147,NA,222,57,34,13,4923,2,2,"14"
"632","206684","020","0","0",NA,1,1,1,258,106,903,583,NA,68,21,19,86,29,35,178,26,85,NA,NA,NA,NA,NA,NA,2,42,27,46,59,8,18,9,NA,NA,NA,7,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,404,2,491,247,5,75,NA,NA,NA,53,NA,896,280,571,24,NA,241,NA,302,17,5467,2,2,"14"
"633","206917","010","0","0",NA,1,1,1,221,170,727,697,NA,62,21,24,109,30,63,238,35,75,NA,NA,NA,NA,NA,NA,2,73,44,69,60,9,8,10,NA,NA,NA,NA,NA,NA,17,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,288,3,403,212,1,87,NA,NA,NA,44,NA,823,453,1098,64,NA,213,NA,252,15,5778,2,2,"14"
"634","207439","010","0","0",NA,1,1,1,850,53,735,379,13,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,1,565,116,NA,83,NA,NA,NA,49,NA,962,NA,648,1,NA,85,NA,103,14,5329,7,2,"14"
"635","207603","020","0","0",NA,1,1,1,230,64,366,464,NA,47,21,23,38,15,15,93,24,41,NA,NA,NA,NA,NA,NA,2,54,54,76,46,7,8,4,NA,NA,NA,NA,NA,NA,16,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,164,1,195,91,3073,806,NA,NA,NA,32,NA,809,263,481,53,NA,62,NA,345,11,7512,2,2,"14"
"636","207981","010","0","0",NA,1,1,1,507,113,707,844,NA,72,21,21,86,26,59,201,28,73,NA,NA,NA,NA,NA,NA,1,188,30,53,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,10,10,33,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,478,0,749,137,1,88,NA,NA,NA,61,NA,1605,298,527,0,257,78,NA,1,15,6468,6,2,"14"
"637","208233","010","0","0",NA,1,1,1,215,78,600,625,NA,66,23,20,48,23,58,157,27,74,NA,NA,NA,NA,NA,NA,2,96,33,61,50,6,12,13,NA,NA,NA,NA,NA,NA,11,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,403,3,600,188,3771,157,NA,NA,NA,28,NA,760,446,917,89,NA,220,NA,320,16,9442,3,2,"14"
"638","210035","010","0","0","020",1,5,1,222,70,464,479,NA,41,22,17,48,16,31,124,28,52,NA,NA,NA,NA,NA,NA,1,64,51,71,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,10,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2,243,234,2721,63,NA,NA,NA,61,NA,524,296,629,34,NA,182,17,322,12,6585,7,2,"14"
"639","210035","020","0","0","010",5,1,5,105,42,349,377,NA,39,21,12,38,16,17,99,26,50,NA,NA,NA,NA,NA,NA,1,37,19,36,41,5,7,4,NA,NA,NA,NA,NA,NA,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,402,1,200,NA,2685,89,NA,NA,NA,19,NA,707,260,NA,NA,NA,136,NA,156,14,5544,7,2,"14"
"640","210386","020","0","0",NA,1,1,1,964,405,1289,1214,NA,78,22,28,133,50,142,332,NA,250,NA,NA,NA,NA,NA,NA,8,133,65,134,46,10,73,19,NA,NA,NA,NA,NA,NA,38,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,2438,5,1090,125,1843,637,NA,NA,NA,116,NA,1775,455,1270,33,NA,264,62,414,20,14470,2,2,"14"
"641","210429","010","7","7","011",5,5,5,449,49,782,352,22,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,690,NA,NA,150,NA,NA,NA,37,NA,1231,NA,NA,NA,NA,160,NA,87,15,4159,3,2,"14"
"642","210429","011","7","7","010",1,1,1,762,118,1474,1024,NA,92,21,55,115,32,81,276,43,115,NA,NA,NA,NA,NA,NA,2,249,46,65,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,13,NA,NA,NA,10,7,27,NA,NA,NA,NA,NA,NA,92,1604,7,772,772,3722,131,NA,NA,NA,60,NA,1249,782,1335,75,NA,234,NA,414,26,14578,3,2,"14"
"643","210606","011","0","0",NA,1,1,1,501,320,1066,1385,NA,81,22,27,181,39,57,326,47,220,NA,NA,NA,NA,NA,NA,1,142,20,40,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,365,NA,NA,NA,28,8,9,NA,NA,NA,NA,NA,NA,461,1114,1,701,485,1,145,NA,NA,NA,122,NA,1538,439,760,45,591,658,193,191,28,10299,7,2,"14"
"644","210812","010","0","0",NA,1,1,1,420,226,1415,912,NA,98,21,22,114,30,52,243,42,214,NA,NA,NA,NA,NA,NA,11,84,55,96,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,9,NA,NA,NA,7,14,9,NA,NA,NA,NA,NA,NA,60,603,3,1108,259,1591,183,NA,NA,NA,50,NA,806,351,1054,91,NA,171,41,228,20,9568,6,2,"14"
"645","210921","010","0","0","020",1,1,5,464,78,861,650,NA,53,22,20,75,24,28,166,26,67,NA,NA,NA,NA,NA,NA,3,89,54,95,54,6,8,6,NA,NA,NA,NA,NA,NA,10,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,413,1,515,NA,2,120,NA,NA,NA,54,NA,1246,579,NA,NA,NA,345,NA,487,30,5864,2,2,"14"
"646","210921","020","0","0","010",5,5,1,84,69,816,609,NA,56,22,20,67,20,31,155,35,65,NA,NA,NA,NA,NA,NA,2,99,49,74,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,10,NA,NA,NA,NA,NA,NA,18,7,10,NA,NA,NA,60,NA,1,487,218,2,121,NA,NA,NA,80,NA,1462,566,511,27,NA,243,NA,723,31,6059,2,2,"14"
"647","210980","010","0","0",NA,1,1,1,275,30,676,246,23,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,1,387,135,NA,55,NA,NA,NA,56,NA,955,NA,815,46,227,132,NA,96,18,4744,7,2,"14"
"648","211190","010","0","0",NA,1,1,1,205,88,537,566,NA,57,22,19,58,19,9,120,34,71,NA,NA,NA,NA,NA,NA,1,50,53,96,60,18,7,9,8,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,162,1,304,132,1,63,NA,NA,NA,27,NA,750,353,473,27,NA,165,NA,274,14,4143,2,2,"14"
"649","211198","020","0","0",NA,1,1,1,331,154,636,770,NA,50,22,25,57,24,50,156,22,115,NA,NA,NA,NA,NA,NA,2,96,37,77,52,9,23,18,NA,NA,NA,NA,NA,NA,12,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,377,3,645,270,3789,177,NA,NA,NA,57,NA,697,281,537,28,NA,139,NA,190,13,9106,2,2,"14"
"650","211244","010","0","0","020",5,1,1,221,42,650,545,NA,64,21,22,79,36,23,161,22,48,NA,NA,NA,NA,NA,NA,3,47,38,62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,10,NA,NA,NA,NA,NA,NA,9,17,11,NA,NA,NA,63,469,1,373,268,3143,151,NA,NA,NA,53,NA,633,431,1592,97,NA,188,NA,307,17,9196,3,2,"14"
"651","211244","020","0","0","010",1,5,5,376,54,759,563,NA,60,22,14,53,20,23,122,24,103,NA,NA,NA,NA,NA,NA,2,48,14,37,55,8,18,24,NA,NA,NA,9,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,2,303,NA,4144,156,NA,NA,NA,53,NA,663,328,NA,NA,NA,312,NA,230,15,7983,3,2,"14"
"652","211276","020","0","0",NA,1,1,1,996,129,895,717,NA,79,21,40,110,16,64,217,25,85,NA,NA,NA,NA,NA,NA,NA,57,53,93,49,7,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,849,1,776,360,1,65,NA,NA,NA,107,NA,868,336,734,20,201,235,NA,219,12,7523,4,2,"14"
"653","211406","020","0","0",NA,1,1,1,341,23,592,328,4,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,47,342,247,NA,60,NA,NA,NA,39,NA,704,NA,516,61,212,124,NA,NA,14,4136,4,2,"14"
"654","211493","020","0","0",NA,1,1,1,323,308,568,881,NA,56,24,38,76,26,116,265,42,115,NA,NA,NA,NA,NA,NA,1,109,58,97,62,25,23,6,NA,NA,NA,NA,NA,NA,14,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,276,4,376,366,4426,107,NA,NA,NA,36,NA,682,365,612,24,NA,121,NA,530,23,10081,3,2,"14"
"655","211523","010","0","0","020",1,1,5,184,45,367,375,NA,50,20,11,33,17,25,90,14,45,NA,NA,NA,NA,NA,NA,1,47,8,24,49,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,239,2,205,NA,2527,85,NA,NA,NA,41,NA,560,223,NA,NA,NA,115,NA,295,13,5278,2,2,"14"
"656","211523","020","0","0","010",5,5,1,71,55,465,490,NA,59,21,13,45,30,31,127,19,42,NA,NA,NA,NA,NA,NA,NA,78,20,37,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,12,NA,NA,NA,10,8,6,NA,NA,NA,NA,NA,NA,57,NA,1,397,124,2317,145,NA,NA,NA,55,NA,880,442,973,92,NA,227,NA,228,12,6981,2,2,"14"
"657","211657","010","0","0",NA,1,1,1,189,87,465,468,NA,53,21,19,42,18,17,101,23,38,NA,NA,NA,NA,NA,NA,NA,48,50,83,54,8,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,199,0,357,160,3583,69,NA,NA,NA,55,NA,622,355,315,22,NA,87,15,157,12,7220,3,2,"14"
"658","211692","020","0","0",NA,1,1,1,323,154,984,761,NA,71,24,31,80,39,59,211,27,79,NA,NA,NA,NA,NA,NA,3,58,31,91,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,22,35,NA,NA,NA,12,14,28,NA,NA,NA,NA,NA,NA,128,595,3,529,324,4184,126,NA,NA,NA,101,NA,1008,345,1030,40,379,214,NA,423,21,11577,2,2,"14"
"659","211713","011","0","0",NA,1,1,1,156,126,538,550,NA,54,22,20,59,18,27,130,24,48,NA,NA,NA,NA,NA,NA,2,51,56,103,49,14,12,6,NA,NA,NA,5,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,47,204,272,133,2784,1049,30,NA,NA,39,NA,718,309,500,47,NA,97,NA,199,15,7818,2,2,"14"
"660","211778","010","0","0","020",5,1,1,184,114,1259,1206,NA,112,22,82,102,136,65,351,48,241,NA,NA,NA,NA,NA,NA,9,42,86,120,68,11,33,10,NA,NA,NA,18,45,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,149,1,571,253,4502,114,NA,NA,NA,35,NA,1087,603,1315,102,NA,147,NA,304,22,12069,3,2,"14"
"661","211778","020","0","0","010",1,5,5,204,54,833,708,NA,67,23,18,64,33,43,173,30,82,NA,NA,NA,NA,NA,NA,2,79,54,101,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,14,11,17,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,2,517,NA,3271,110,NA,NA,NA,77,NA,1079,449,NA,NA,NA,173,NA,402,19,7910,3,2,"14"
"662","212169","010","0","0",NA,1,1,1,150,82,471,793,NA,51,21,28,89,17,107,257,40,107,NA,NA,NA,NA,NA,NA,1,91,49,69,86,8,25,18,NA,NA,NA,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,44,1,336,171,2,92,NA,NA,NA,110,NA,1134,386,461,40,NA,84,NA,132,22,4512,6,2,"14"
"663","212384","010","0","0",NA,1,1,1,286,131,865,517,NA,58,21,13,65,27,36,149,17,66,NA,NA,NA,NA,NA,NA,2,37,8,46,53,13,13,8,7,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,365,1,235,154,1,63,NA,NA,NA,27,NA,494,289,622,39,NA,127,NA,126,17,4362,3,2,"14"
"664","212393","020","0","0",NA,1,1,1,320,111,862,839,NA,99,21,54,81,26,63,217,46,73,NA,NA,NA,NA,NA,NA,3,72,53,76,78,37,16,13,NA,NA,NA,NA,NA,NA,13,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,630,5,573,150,1,91,NA,NA,NA,52,NA,1443,484,651,36,NA,163,NA,443,22,6888,2,2,"14"
"665","212504","010","0","0",NA,1,1,1,185,65,586,555,NA,51,21,17,73,20,27,140,19,43,NA,NA,NA,NA,NA,NA,NA,78,59,76,45,7,14,28,NA,NA,NA,NA,NA,NA,16,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,322,0,364,205,0,97,NA,NA,NA,58,NA,950,305,561,24,NA,101,NA,243,13,4638,4,2,"14"
"666","212699","010","0","0",NA,1,1,1,402,121,544,568,NA,51,21,16,69,23,31,142,17,62,NA,NA,NA,NA,NA,NA,1,85,38,72,45,7,8,11,NA,NA,NA,NA,NA,NA,14,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,302,1,457,475,3085,59,NA,NA,NA,48,NA,495,260,613,64,196,203,NA,194,12,8102,7,2,"14"
"667","212718","010","0","0","020",1,5,1,305,69,648,568,NA,49,23,20,72,18,25,138,22,68,NA,NA,NA,NA,NA,NA,1,58,42,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,13,NA,NA,NA,9,20,11,NA,NA,NA,NA,NA,NA,78,NA,1,374,259,3085,82,NA,NA,NA,27,NA,595,341,1073,72,NA,205,41,193,17,7963,3,2,"14"
