"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MX003_R","MX007_R","MZ077_R","MX060_R","MX065_R","MZ066_R","MX004_R","MX067_R","MZ008_R","MZ009_R","MZ010_R","MZ011_R","MZ012_R","MZ013_R","MZ014_R","MZ015_R","MZ016_R","MZ142_1","MZ143_1","MZ200_1","MZ142_2","MZ143_2","MZ200_2","MZ142_3","MZ143_3","MZ200_3","MZ142_4","MZ143_4","MZ200_4","MZ076","MZ078","MZ080","MZ081","MZ087","MZ089","MZ090","MZ092","MZ093","MZ095","MZ096","MZ098","MZ099","MZ100","MZ101","MZ102","MZ103","MZ104","MZ105","MZ106","MZ107","MZ108","MZ110","MZ112","MZ113","MZ114","MZ117","MZ118","MZ119","MZ120","MZ122","MZ123","MZ124","MZ125","MZ126","MZ127","MZ133","MZ134","MZ136","MZ137","MZ138","MZ151","MZ153","MZ154","MZ155","MZ156","MZ157","MZ158","MZ159","MZ160","MZ161","MZ162","MZ163","MZ164","MZ165","MZ166","MZ167","MZ168","MZ169","MZ170","MZ171","MZ172","MZ173","MZ174","MZ175","MZ176","MZ177","MZ178","MZ179","MZ180","MZ181","MZ182","MZ183","MZ184","MZ185","MZ186","MZ187","MZ188","MZ189","MZ190","MZ198","MZ199","MZ201","MZ204","MZ205","MZ206","MZ211","MZ212","MZ213","MZ216","MZ219","MZ230","MZ231","MZ232","MX090_R","MX501_R","MX502_R","MX503_R","MX504_R","MX505_R","MX506_R","MX507_R","MX508_R","MX509_R","MX510_R","MX511_R","MX512_R","MX513_R","MX514_R","MX515_R","MX516_R","MX517_R","MX518_R","MX519_R","MX520_R","MX521_R","MX522_R","MX523_R","MX525_R","MZ240","MZ241","MZ242","MZ244","MZ246","MZ255","MZ256","MZ257","MVDATE","MVERSION","year"
"21","013418","010","2","2",NA,1,1,1,1,3,3,1,6,6,12,1937,5,4,2,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,2,5,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,5,1,11,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,1,NA,1,1,1,2,3,8,1,1,5,5,3,1,2,2,1,1,2,2,1,1,2,1,3,3,2,1,3,2,3,2,2,59,31,2,1,1,5,1,NA,582,1,NA,NA,7,5.1,"10"
"22","013418","020","1","1",NA,1,1,1,1,3,3,2,6,6,12,1937,5,10,1,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,3,1,5,11,2008,2,6,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,1,5,5,5,NA,5,5,NA,NA,NA,NA,5,0,0,100000,100000,0,99999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,5001,14999,0,0,1,NA,1,1,NA,5,1,14,5,1,5,5,1,1,1,1,1,1,2,1,1,2,2,1,3,2,3,2,1,1,2,1,1,72,18,5,1,5,5,1,NA,333,1,NA,NA,7,5.1,"10"
"23","013518","040","1","1",NA,1,1,1,1,3,3,2,6,6,7,1946,5,9,8,4,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,3,5,5,7,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,4,5,5,5,5,5,1,5,5,NA,5,5,5,1,45,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2000,2000,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,NA,NA,12,5,1,5,5,1,2,2,1,2,2,1,1,1,2,2,2,2,1,3,2,3,2,1,2,2,41,40,7,1,5,5,1,1,621,1,NA,NA,7,5.1,"10"
"24","013671","010","0","0","020",1,5,1,1,1,1,1,1,1,1,1938,5,2,8,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,3,2008,1,NA,5,5,5,1,5,5,1,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,0,99999996,0,0,0,0,0,0,0,99999996,0,0,0,0,0,99999996,0,99999996,0,99999996,0,0,0,0,0,99999996,0,99999996,35000,35000,0,0,0,0,0,0,0,0,1,NA,1,1,1,NA,NA,12,5,1,5,1,3,1,2,1,2,1,2,1,1,2,1,2,3,1,1,1,2,2,1,2,2,93,64,6,1,1,5,1,NA,818,1,NA,NA,7,5.1,"10"
"25","013671","020","0","0","010",5,1,5,2,2,2,2,1,1,7,1937,5,8,2,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,3,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,5,1,3,1,20,50,5,0,0,0,99999996,0,0,0,0,0,0,0,99999996,0,0,0,0,0,99999996,0,99999996,0,99999996,0,0,0,0,0,99999996,0,99999996,35000,35000,0,0,0,0,0,0,0,0,1,NA,5,NA,NA,0,0,12,5,1,5,5,3,1,2,2,1,2,2,2,1,1,1,1,3,2,2,2,3,2,1,2,3,29,48,7,2,5,5,1,5,103,1,NA,NA,7,5.1,"10"
"26","013816","010","0","0","040",1,5,1,1,1,1,1,1,1,4,1941,5,4,9,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,7,2008,1,NA,5,5,5,1,1,5,5,5,5,1,5,5,5,1,1,5,5,5,5,5,1,5,1,1,5,5,5,2,86,50,5,0,0,500000,500000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,5,NA,NA,1,1,16,5,1,5,5,1,1,2,1,2,2,1,1,2,1,2,1,3,1,2,1,1,1,1,1,3,67,92,8,2,1,5,1,NA,746,1,NA,NA,7,5.1,"10"
"27","013816","040","0","0","010",5,1,5,2,2,2,2,1,1,7,1942,5,9,4,3,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,5,5,5,5,5,1,5,1,1,5,1,5,1,60,40,5,0,0,500000,500000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,NA,NA,NA,NA,16,5,1,5,5,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,3,3,1,2,3,25,28,8,1,5,5,1,1,677,1,NA,NA,7,5.1,"10"
"28","013817","010","1","1","011",1,5,1,1,1,1,2,3,3,9,1939,5,9,4,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,1,5,5,4,2008,1,NA,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,200000,200000,0,0,0,0,0,0,650000,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,100000,100000,0,0,0,0,0,0,1,NA,1,1,1,1,1,17,5,1,5,5,1,1,2,2,1,2,2,1,2,1,1,2,1,3,2,2,1,3,2,2,1,86,61,8,1,5,5,1,NA,369,1,NA,NA,7,5.1,"10"
"29","013817","011","1","1","010",5,1,5,2,2,2,2,3,3,7,1945,5,4,9,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,1,5,5,4,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,5,5,5,5,5,1,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,200000,200000,0,0,0,0,0,0,650000,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,100000,100000,0,0,0,0,0,0,5,NA,1,1,1,NA,NA,14,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,3,3,1,1,1,93,63,8,2,5,5,1,NA,115,1,1,NA,7,5.1,"10"
"30","013817","040","2","2","041",5,1,1,2,3,3,2,3,3,9,1948,5,10,1,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,1,5,5,6,2008,1,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,2,5,5,5,5,5,5,1,5,5,5,5,1,NA,NA,NA,1,0,0,400000,400000,125000,125000,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,100000,100000,0,0,19000,19000,10000,10000,30000,30000,0,0,0,0,0,0,0,0,5,NA,1,1,1,1,0,17,5,1,5,5,1,1,2,1,1,2,2,2,1,1,1,1,2,2,3,1,2,3,2,2,1,36,89,5,2,5,5,1,NA,692,1,NA,NA,7,5.1,"10"
"31","013817","041","2","2","040",1,5,5,1,4,4,2,3,3,9,1944,5,1,10,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,3,5,1,6,2008,1,NA,5,1,5,1,5,5,5,5,5,5,1,NA,NA,1,2,5,5,5,5,1,5,5,1,1,5,5,1,NA,NA,NA,5,0,0,400000,400000,125000,125000,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,100000,100000,0,0,19000,19000,10000,10000,30000,30000,0,0,0,0,0,0,0,0,1,NA,1,1,1,4,1,13,1,1,5,1,1,2,2,1,2,1,1,1,1,1,1,2,3,2,1,1,1,3,1,3,3,23,66,5,1,5,5,1,NA,435,1,NA,NA,7,5.1,"10"
"32","014081","010","0","0","040",5,5,1,2,1,1,1,1,1,4,1941,5,5,6,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,2,2008,1,NA,5,5,5,5,5,5,5,5,5,5,1,5,5,1,4,5,5,5,1,5,1,5,1,1,5,5,5,2,50,52,1,0,0,160000,160000,0,0,0,0,0,0,0,0,0,0,0,0,87000,87000,15000,15000,0,0,15000,15000,0,0,7000,7000,0,0,8000,8000,0,0,0,0,300,300,0,0,1,NA,5,NA,NA,1,2,12,5,1,5,5,3,1,2,1,2,2,1,2,2,2,2,3,3,2,1,1,3,1,1,1,1,21,42,2,2,5,5,1,NA,197,1,NA,NA,7,5.1,"10"
"33","014081","040","0","0","010",1,1,5,1,2,2,2,1,1,2,1944,5,6,5,1,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,5,5,5,5,5,5,1,5,NA,NA,NA,4,5,5,5,1,5,1,5,1,1,5,1,5,1,20,35,1,0,0,160000,160000,0,0,0,0,0,0,0,0,0,0,0,0,87000,87000,15000,15000,0,0,15000,15000,0,0,7000,7000,0,0,8000,8000,0,0,0,0,300,300,0,0,5,NA,1,NA,NA,NA,NA,12,5,1,5,5,3,1,2,1,1,1,1,2,2,2,2,3,1,3,1,1,3,1,3,2,1,87,88,2,1,5,5,1,1,338,1,NA,NA,7,5.1,"10"
"34","014332","010","1","1",NA,1,1,1,1,3,3,2,6,6,4,1941,5,2,6,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,3,5,5,3,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,NA,3,5,5,5,1,5,1,5,1,NA,5,1,5,1,37,52,5,0,0,170000,170000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,10000,10000,0,0,0,0,3000,3000,0,0,5,NA,5,NA,NA,1,2,12,5,1,5,5,3,2,1,1,2,1,2,2,1,2,1,1,3,3,3,3,1,1,1,2,2,56,43,6,2,5,5,1,5,50,1,1,NA,7,5.1,"10"
"35","014332","011","5","5",NA,1,1,1,1,3,3,1,6,6,7,1937,5,9,8,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,2,5,5,1,2009,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,4,5,5,5,5,5,1,1,1,NA,5,5,5,1,40,50,5,0,0,400000,400000,0,99999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,0,0,0,0,0,0,0,0,1,NA,5,NA,NA,0,0,99,5,NA,5,5,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,1,3,3,3,63,60,5,1,5,5,1,NA,172,1,NA,NA,8,5.1,"10"
"36","015189","010","0","0","040",5,1,1,2,3,3,2,1,1,1,1933,5,4,7,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,5,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,6,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,18000,18000,3500,3500,0,0,0,0,0,0,0,0,1,NA,5,1,1,0,1,12,5,5,5,5,2,1,1,2,1,2,1,2,2,2,1,2,2,3,3,2,3,3,3,1,1,35,17,4,2,5,5,1,NA,218,1,NA,NA,7,5.1,"10"
"37","015189","040","0","0","010",1,5,5,1,4,4,1,1,1,9,1928,5,7,4,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,1,5,2008,1,NA,5,5,5,1,1,1,5,5,5,5,1,5,5,1,6,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,18000,18000,3500,3500,0,0,0,0,0,0,0,0,1,1995,5,1,1,0,0,12,5,1,5,5,2,1,2,2,1,2,2,1,1,1,2,2,1,3,3,3,3,3,2,3,1,73,43,3,1,1,5,1,NA,785,1,NA,NA,7,5.1,"10"
"38","015445","010","0","0","040",1,1,5,1,2,2,1,1,1,7,1940,5,9,7,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,8,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,240000,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,30000,30000,0,0,0,0,10001,99999,50000,50000,60000,60000,0,4999,12000,12000,0,0,0,0,0,0,1,NA,1,1,NA,0,1,12,5,1,5,5,1,2,2,1,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,2,13,69,2,2,1,5,1,5,935,1,NA,NA,7,5.1,"10"
"39","015445","040","0","0","010",5,5,1,2,1,1,2,1,1,6,1945,5,7,9,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,8,2008,1,NA,5,5,5,5,1,5,5,5,5,1,1,NA,NA,NA,4,5,5,5,5,5,1,5,5,5,5,1,5,1,35,52,5,0,0,240000,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,30000,30000,0,0,0,0,10001,99999,50000,50000,60000,60000,0,4999,12000,12000,0,0,0,0,0,0,5,1969,5,NA,NA,NA,NA,12,5,1,5,5,1,1,2,1,1,2,1,1,2,1,2,2,2,1,3,1,3,1,3,1,1,15,32,7,1,5,5,1,1,916,1,NA,NA,7,5.1,"10"
"40","015497","010","0","0","040",1,5,1,1,1,1,1,1,1,10,1939,5,8,3,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,9,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,2,1,6,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,3,2,11,1,1,5,5,1,1,1,1,1,2,2,1,2,1,1,3,1,3,1,2,3,3,1,3,1,32,85,7,1,5,5,1,NA,662,1,NA,NA,7,5.1,"10"
"41","015497","040","0","0","010",5,1,5,2,2,2,2,1,1,12,1943,5,3,8,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,9,2008,1,NA,5,5,5,5,5,5,5,5,5,1,1,NA,NA,NA,6,5,5,5,5,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,5,1,1,2,4,11,5,5,5,5,1,1,2,2,2,1,2,2,2,2,2,3,3,2,3,1,3,3,1,3,2,71,99,2,2,5,5,1,NA,735,1,1,NA,7,5.1,"10"
"42","015833","010","0","0","020",1,5,1,1,1,1,1,1,1,10,1938,5,5,10,1,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,8,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,1,12,5,5,5,1,5,1,5,1,1,5,5,5,2,35,52,5,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,14000,14000,0,0,0,0,0,0,0,0,10000,10000,0,0,6500,6500,300000,300000,0,0,15000,15000,0,0,1,NA,5,NA,NA,NA,NA,17,5,1,5,5,3,2,2,1,2,1,1,2,1,1,1,2,2,3,1,3,3,2,2,3,1,11,40,7,2,5,5,1,NA,632,1,NA,NA,5,5.1,"10"
"43","015833","020","0","0","010",5,1,5,2,2,2,2,1,1,11,1939,5,10,5,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,7,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,1,1,12,5,5,5,1,5,1,1,1,1,5,5,3,1,NA,2,1,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,14000,14000,0,0,0,0,0,0,0,0,10000,10000,0,0,6500,6500,300000,300000,0,0,15000,15000,0,0,1,NA,5,NA,NA,0,1,12,5,1,5,5,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,3,3,2,96,41,6,1,5,5,1,5,614,1,NA,NA,6,5.1,"10"
"44","015836","010","0","0","020",5,1,1,2,3,3,1,1,1,6,1940,5,2,1,3,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,0,5,5,5,1,5,1,5,1,1,5,1,3,2,20,52,5,0,0,475000,475000,150000,150000,0,0,0,0,0,0,0,0,0,0,0,99999996,0,99999996,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,12,5,1,5,5,3,2,2,2,1,2,1,1,1,2,2,2,1,3,1,2,1,2,1,3,3,20,77,5,2,5,5,1,NA,722,1,NA,NA,7,5.1,"10"
"45","015836","020","0","0","010",1,5,5,1,4,4,2,1,1,8,1941,5,1,2,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,7,2008,1,NA,5,5,5,1,5,5,1,1,5,1,1,5,5,1,0,5,5,5,1,5,5,5,1,1,5,5,1,NA,NA,NA,5,0,0,475000,475000,150000,150000,0,0,0,0,0,0,0,0,0,0,0,99999996,0,99999996,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,0,0,0,0,0,0,1,NA,5,1,1,3,2,10,1,1,5,5,3,2,1,1,2,1,2,1,1,1,1,3,3,3,3,3,3,3,2,1,2,78,42,1,1,5,5,1,NA,764,1,1,NA,7,5.1,"10"
"46","015893","010","0","0","020",5,5,1,2,1,1,1,1,1,8,1938,5,9,7,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,4,2008,1,NA,5,5,5,5,5,5,5,5,5,5,1,5,5,1,9,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,680000,680000,300000,300000,0,0,0,0,0,0,0,0,0,0,4800000,4800000,0,0,0,0,0,0,0,0,0,0,0,0,85000,85000,0,0,0,0,0,0,0,0,1,NA,1,1,1,NA,NA,8,5,1,5,5,1,2,2,1,1,1,2,2,1,2,1,1,3,1,2,1,3,3,3,1,2,31,61,6,1,5,5,1,NA,528,1,NA,NA,7,5.1,"10"
"47","015893","020","0","0","010",1,1,5,1,2,2,2,1,1,7,1938,5,7,9,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,4,2008,1,NA,5,5,5,5,5,1,5,5,5,5,1,5,5,1,9,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,680000,680000,300000,300000,0,0,0,0,0,0,0,0,0,0,4800000,4800000,0,0,0,0,0,0,0,0,0,0,0,0,85000,85000,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,1,12,5,1,5,1,1,2,2,2,1,1,1,2,1,2,1,3,3,3,1,2,2,3,3,1,3,92,36,1,2,5,5,1,NA,813,1,NA,NA,7,5.1,"10"
"48","016116","010","0","0","020",5,5,1,2,1,1,1,1,1,9,1936,5,6,7,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,5,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,12,5,5,5,1,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,70000,70000,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,5001,24999,0,0,0,0,2000,2000,0,0,1,NA,5,1,1,NA,NA,10,1,1,5,5,3,1,2,2,2,2,2,2,1,2,1,3,2,2,3,1,1,1,2,3,3,60,16,4,1,1,5,1,NA,222,1,NA,NA,7,5.1,"10"
"49","016116","020","0","0","010",1,1,5,1,2,2,2,1,1,5,1938,5,7,6,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,6,2008,1,NA,5,1,5,1,1,5,5,5,5,5,1,5,5,1,12,5,5,5,1,1,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,70000,70000,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,5001,24999,0,0,0,0,2000,2000,0,0,1,2007,1,1,1,0,2,11,1,1,5,5,3,1,1,1,1,2,1,2,2,2,1,3,2,3,2,3,1,1,2,2,1,75,84,2,2,5,5,1,NA,999,1,1,NA,7,5.1,"10"
"50","016650","020","0","0","030",1,1,5,1,2,2,2,1,1,7,1937,5,9,3,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,7,2008,1,NA,5,5,5,5,5,5,1,5,5,5,1,5,5,1,11,5,5,5,5,5,1,5,1,1,5,5,NA,1,15,52,5,0,0,375000,375000,0,0,0,0,0,0,0,0,0,0,0,0,215000,215000,28576,28576,0,0,474900,474900,85000,85000,32000,32000,109000,109000,40000,40000,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,2,1,13,5,1,5,1,2,1,1,2,1,1,2,1,1,2,1,3,2,2,1,2,3,1,2,1,2,12,22,5,2,5,5,1,5,881,1,NA,NA,7,5.1,"10"
"51","016650","030","0","0","020",5,5,1,2,1,1,1,1,1,6,1929,5,3,9,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,11,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,375000,375000,0,0,0,0,0,0,0,0,0,0,0,0,215000,215000,28576,28576,0,0,474900,474900,85000,85000,32000,32000,109000,109000,40000,40000,0,0,0,0,0,0,0,0,1,NA,1,1,1,9,0,12,5,1,5,5,2,1,2,2,1,1,2,2,1,1,2,3,3,2,2,3,3,1,1,2,2,46,31,2,1,5,5,2,NA,586,1,NA,NA,7,5.1,"10"
"52","016996","010","0","0","020",1,1,1,1,3,3,2,1,1,6,1933,5,6,3,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,8,2008,1,NA,5,5,5,5,5,1,5,5,5,1,5,5,5,1,0,5,5,5,1,5,1,1,1,1,5,5,3,1,5,NA,1,0,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,130000,130000,25000,25000,15000,15000,30000,30000,0,0,100000,100000,20000,20000,30000,30000,200000,200000,0,0,0,0,0,0,1,NA,5,NA,NA,0,1,12,5,1,5,5,3,2,1,2,1,1,2,2,2,2,2,2,3,2,3,3,2,1,3,3,2,23,92,2,1,5,5,1,NA,700,1,1,NA,7,5.1,"10"
"53","016996","020","0","0","010",5,5,5,2,4,4,1,1,1,9,1931,5,3,6,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,1,8,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,0,5,5,5,1,5,1,1,1,1,5,5,3,1,24,48,5,0,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,130000,130000,25000,25000,15000,15000,30000,30000,0,0,100000,100000,20000,20000,30000,30000,200000,200000,0,0,0,0,0,0,1,NA,5,NA,NA,1,0,12,5,1,5,5,3,1,1,1,2,2,2,2,2,1,2,2,2,3,1,2,3,3,1,3,1,88,60,7,2,1,5,1,5,19,1,NA,NA,7,5.1,"10"
"54","017041","010","0","0",NA,1,1,1,1,3,3,1,6,6,8,1937,5,3,7,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,1,5,5,4,2008,1,NA,5,5,5,1,1,5,5,5,5,5,1,5,5,5,13,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,20001,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,99999996,20000,20000,0,0,0,0,0,0,0,0,1,1999,1,1,1,3,2,11,5,1,5,5,1,1,1,2,1,2,2,2,1,1,1,1,2,1,3,2,3,1,3,3,3,5,85,3,2,5,5,1,NA,425,1,NA,NA,7,5.1,"10"
