"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MX003_R","MX007_R","MZ077_R","MX060_R","MX065_R","MZ066_R","MX004_R","MX067_R","MZ008_R","MZ009_R","MZ010_R","MZ011_R","MZ012_R","MZ013_R","MZ014_R","MZ015_R","MZ016_R","MZ142_1","MZ143_1","MZ200_1","MZ142_2","MZ143_2","MZ200_2","MZ142_3","MZ143_3","MZ200_3","MZ142_4","MZ143_4","MZ200_4","MZ076","MZ078","MZ080","MZ081","MZ087","MZ089","MZ090","MZ092","MZ093","MZ095","MZ096","MZ098","MZ099","MZ100","MZ101","MZ102","MZ103","MZ104","MZ105","MZ106","MZ107","MZ108","MZ110","MZ112","MZ113","MZ114","MZ117","MZ118","MZ119","MZ120","MZ122","MZ123","MZ124","MZ125","MZ126","MZ127","MZ133","MZ134","MZ136","MZ137","MZ138","MZ151","MZ153","MZ154","MZ155","MZ156","MZ157","MZ158","MZ159","MZ160","MZ161","MZ162","MZ163","MZ164","MZ165","MZ166","MZ167","MZ168","MZ169","MZ170","MZ171","MZ172","MZ173","MZ174","MZ175","MZ176","MZ177","MZ178","MZ179","MZ180","MZ181","MZ182","MZ183","MZ184","MZ185","MZ186","MZ187","MZ188","MZ189","MZ190","MZ198","MZ199","MZ201","MZ204","MZ205","MZ206","MZ211","MZ212","MZ213","MZ216","MZ219","MZ230","MZ231","MZ232","MX090_R","MX501_R","MX502_R","MX503_R","MX504_R","MX505_R","MX506_R","MX507_R","MX508_R","MX509_R","MX510_R","MX511_R","MX512_R","MX513_R","MX514_R","MX515_R","MX516_R","MX517_R","MX518_R","MX519_R","MX520_R","MX521_R","MX522_R","MX523_R","MX525_R","MZ240","MZ241","MZ242","MZ244","MZ246","MZ255","MZ256","MZ257","MVDATE","MVERSION","year"
"773","206629","010","0","0",NA,1,1,1,1,3,3,2,6,6,2,1923,1,9,4,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,3,5,5,8,2008,2,6,5,5,5,1,5,5,5,5,1,5,5,5,5,1,18,5,5,5,5,1,5,1,1,NA,5,5,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400001,99999996,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,1,1,1,1,14,5,1,5,5,2,1,2,2,1,1,2,2,2,2,2,3,2,2,1,1,2,1,2,3,2,40,97,4,2,5,5,1,NA,258,1,NA,NA,7,5.1,"10"
"774","206684","020","0","0",NA,1,1,1,1,3,3,2,6,6,1,1918,5,10,1,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,2,5,1,6,2008,1,NA,5,5,5,1,5,5,5,1,5,5,1,5,2,1,10,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,5,1,1,1,0,9,5,1,5,5,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,3,3,1,16,99,3,2,5,5,1,NA,825,1,1,NA,7,5.1,"10"
"775","206731","010","0","0","020",1,1,1,1,3,3,1,1,1,9,1918,5,2,7,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,4,2008,1,NA,5,5,5,1,1,1,5,1,5,5,1,5,5,1,4,5,5,5,1,5,1,1,1,1,5,5,1,1,5,30,5,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000,98000,0,0,8000,8000,0,0,0,0,0,0,0,0,1,2002,1,NA,NA,1,1,11,5,1,1,1,3,1,2,2,2,2,1,2,1,1,2,2,3,3,3,2,3,2,3,2,2,92,20,8,2,5,5,2,NA,630,1,NA,NA,7,5.1,"10"
"776","206731","020","0","0","010",5,5,5,2,4,4,2,1,1,6,1920,5,7,2,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,4,2008,1,NA,5,5,5,1,1,5,5,5,5,5,1,5,5,1,4,5,5,5,1,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000,98000,0,0,8000,8000,0,0,0,0,0,0,0,0,1,1994,5,1,1,1,2,12,5,1,5,5,3,1,2,2,2,1,1,2,2,1,1,3,3,1,3,2,3,3,1,3,3,57,54,3,1,5,5,2,NA,701,1,1,NA,7,5.1,"10"
"777","206917","010","0","0","020",1,1,5,1,2,2,2,1,1,7,1919,5,5,3,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,1,5,5,2008,1,NA,1,5,5,1,5,1,1,1,5,5,1,5,5,1,2,5,5,5,5,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,25001,99999,5000,5000,0,9999,0,0,0,0,28000,28000,140000,140000,4000,4000,0,0,0,0,0,0,1000,1000,1,NA,5,1,NA,0,0,12,1,1,5,5,2,2,1,1,2,1,1,2,1,1,1,3,2,2,3,2,1,2,3,2,1,70,52,6,1,5,5,1,5,618,1,1,NA,7,5.1,"10"
"778","206917","020","0","0","010",5,5,1,2,1,1,1,1,1,11,1921,5,3,5,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,1,5,2008,1,NA,1,5,5,1,5,1,1,1,5,5,1,5,5,1,2,5,5,5,5,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,25001,99999,5000,5000,0,9999,0,0,0,0,28000,28000,140000,140000,4000,4000,0,0,0,0,0,0,1000,1000,1,NA,5,1,NA,0,0,17,1,1,5,5,2,1,1,1,2,2,2,2,2,1,1,2,3,2,1,1,2,1,3,3,3,96,72,8,2,1,5,1,5,903,1,NA,NA,7,5.1,"10"
"779","207010","010","0","0",NA,1,1,1,1,3,3,2,6,6,12,1910,1,2,1,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,1,5,5,7,2008,2,9,5,5,5,1,5,5,5,1,5,1,1,5,5,1,14,1,5,5,1,1,5,5,1,NA,1,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,1,1,0,0,9,1,1,5,5,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,95,89,6,1,5,5,1,NA,567,1,NA,NA,7,5.1,"10"
"780","207059","020","0","0",NA,1,1,1,1,3,3,2,6,6,10,1919,5,6,5,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,3,5,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,1,1,5,2,1,0,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,1,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,99999996,0,0,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,16,5,1,5,5,3,1,1,2,1,1,2,1,1,2,2,2,3,3,2,3,3,2,1,2,2,38,14,5,1,5,5,1,NA,134,1,1,NA,7,5.1,"10"
"781","207374","010","0","0",NA,1,1,1,1,3,1,1,6,1,2,1922,5,9,5,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,6,2008,1,NA,5,5,1,1,5,5,5,1,5,5,1,5,5,1,6,5,5,5,5,1,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,150001,499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,49999,0,0,25000,25000,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,2,13,1,1,5,5,2,1,1,1,2,2,2,2,1,2,1,3,2,3,3,3,2,3,1,2,3,1,85,2,1,1,5,1,NA,706,1,NA,NA,7,5.1,"10"
"782","207439","010","0","0",NA,1,1,1,1,3,3,1,6,6,12,1923,5,8,2,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,3,5,1,8,2008,1,NA,5,5,5,1,5,5,5,1,1,5,1,5,2,1,8,5,5,5,1,5,5,1,1,NA,5,5,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,0,0,0,99999996,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,1,5,5,1,5,5,3,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,3,1,3,2,3,69,91,2,2,5,5,1,NA,952,1,NA,NA,5,5.1,"10"
"783","207603","020","0","0",NA,1,1,1,1,3,3,1,6,6,12,1923,5,2,6,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,5,5,3,2008,1,NA,5,5,5,1,5,5,5,5,5,1,5,5,2,1,0,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,1,0,0,450000,450000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,0,0,3000,3000,0,0,5000,5000,0,0,0,0,0,0,0,0,1,2004,5,1,1,0,0,14,5,1,5,5,3,2,1,2,2,1,1,2,2,1,2,3,2,2,2,3,2,3,3,2,2,58,26,7,2,1,5,1,NA,55,1,NA,NA,7,5.1,"10"
"784","207871","010","1","0","011",1,1,1,1,3,3,1,6,1,4,1918,5,6,8,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,5,5,2008,2,2,5,5,5,1,5,1,5,1,5,5,1,5,2,1,0,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,0,0,0,99999996,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,5,5,1,5,5,3,2,1,1,2,2,1,1,2,1,2,2,2,3,1,1,3,3,3,1,1,28,83,4,2,5,5,1,NA,243,1,NA,NA,7,5.1,"10"
"785","207969","010","0","0",NA,1,1,1,1,3,3,2,6,6,5,1920,5,2,6,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,1,1,5,6,2008,2,6,5,5,5,5,5,5,1,1,1,1,1,5,5,1,18,1,5,5,1,1,5,1,1,NA,1,5,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,0,4,5,1,5,5,3,1,2,1,1,2,2,1,2,1,2,1,1,1,1,3,1,2,1,3,1,93,91,4,1,5,5,2,NA,770,1,NA,NA,7,5.1,"10"
"786","207981","010","0","0","020",5,1,5,2,2,2,1,1,1,6,1923,5,7,10,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,10,2008,1,NA,5,5,5,5,1,1,5,5,5,5,1,5,5,1,13,5,5,5,5,5,5,1,1,1,1,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,1,1,5,3,7,5,5,5,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,1,1,2,3,3,28,87,2,1,5,5,1,NA,474,1,NA,NA,7,5.1,"10"
"787","207981","020","0","0","010",1,5,1,1,1,1,2,1,1,1,1930,5,10,7,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,10,2008,1,NA,5,5,5,1,1,5,1,1,5,NA,1,5,5,1,13,5,5,5,5,5,5,1,1,1,1,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,1,1,1,0,0,6,5,5,5,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,3,1,33,99,1,2,5,5,1,NA,243,1,NA,NA,7,5.1,"10"
"788","208233","010","0","0","020",1,1,1,1,3,3,2,1,1,4,1926,5,5,4,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,9,2008,1,NA,5,5,5,5,5,1,5,5,5,5,1,5,2,1,3,5,5,5,1,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,150001,499999,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,200000,200000,0,0,450001,799999,0,0,0,4999,25001,124999,25001,199999,0,0,0,0,0,0,0,0,1,NA,5,1,1,1,0,16,5,1,5,5,3,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,3,1,3,44,9,3,2,5,5,1,NA,795,1,1,NA,7,5.1,"10"
"789","208233","020","0","0","010",5,5,5,2,4,4,1,1,1,7,1921,5,4,5,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,9,2008,1,NA,5,5,5,5,5,5,5,1,5,5,1,5,5,1,3,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,150001,499999,0,0,0,0,0,0,0,0,0,0,0,0,40000,40000,200000,200000,0,0,450001,799999,0,0,0,4999,25001,124999,25001,199999,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,0,17,5,1,5,1,3,2,2,1,2,2,1,2,2,2,2,2,1,3,3,3,2,3,2,3,1,38,27,5,1,1,5,1,NA,315,1,NA,NA,7,5.1,"10"
"790","210035","010","0","0","020",5,5,1,2,1,1,1,1,1,12,1927,5,5,2,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,7,2008,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,800000,800000,0,0,0,0,0,0,12000,12000,0,0,0,0,80000,80000,40000,40000,0,0,75000,75000,0,0,25000,25000,0,0,3000,3000,5000,5000,0,0,0,0,0,0,1,NA,5,1,1,0,2,16,5,1,5,5,3,2,2,1,2,2,1,2,1,1,2,1,3,1,3,1,1,1,2,2,3,40,65,2,2,1,5,1,NA,414,1,NA,NA,7,5.1,"10"
"791","210035","020","0","0","010",1,1,5,1,2,2,2,1,1,10,1929,5,2,5,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,8,2008,1,NA,5,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,800000,800000,0,0,0,0,0,0,12000,12000,0,0,0,0,80000,80000,40000,40000,0,0,75000,75000,0,0,25000,25000,0,0,3000,3000,5000,5000,0,0,0,0,0,0,1,NA,5,1,1,0,0,14,5,1,5,5,3,2,2,1,2,1,2,1,1,2,2,1,2,1,3,1,2,2,1,2,2,31,54,6,1,5,5,1,NA,470,1,NA,NA,7,5.1,"10"
"792","210109","010","0","0","020",1,5,5,1,4,4,2,1,1,11,1924,5,4,5,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,10,2008,1,NA,NA,5,5,1,5,5,5,5,5,5,1,5,5,1,95,5,5,5,5,5,5,1,1,1,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,17,1,1,5,5,2,1,1,1,2,1,2,2,1,1,2,1,1,3,3,1,1,2,2,2,1,50,41,2,1,5,5,1,NA,502,1,NA,NA,7,5.1,"10"
"793","210386","020","0","0",NA,1,1,1,1,3,4,1,6,1,5,1928,5,5,10,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,1,5,1,5,1,5,5,5,5,5,1,14,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,12000,12000,0,0,0,0,0,0,20000,20000,100000,100000,0,4999,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,0,12,5,1,5,5,3,2,2,2,2,2,1,2,1,2,1,2,3,1,3,1,2,3,3,1,1,56,34,7,2,5,5,1,NA,439,1,NA,NA,8,5.1,"10"
"794","210429","010","7","1","011",3,3,3,1,3,3,1,1,1,12,1927,5,6,1,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,2,1,5,3,2008,1,NA,5,5,5,1,5,1,5,1,1,1,1,5,2,1,29,1,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,84000,84000,0,0,0,0,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,3000,3000,0,4999,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,9,5,1,5,5,3,2,2,2,1,1,1,2,2,1,1,3,2,3,2,1,1,2,1,2,3,63,92,5,2,5,5,1,NA,866,1,NA,NA,2,5.1,"10"
"795","210429","011","7","2","010",1,1,1,1,3,3,2,1,6,6,1932,5,10,2,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,2,5,5,3,2008,1,NA,5,5,5,1,5,5,5,5,1,5,1,5,5,1,16,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,94000,94000,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59999,0,0,0,4999,0,0,5001,24999,0,0,0,0,0,0,0,0,1,NA,1,1,NA,2,2,10,5,1,5,5,3,2,2,1,1,2,2,2,2,1,1,2,2,1,1,3,1,3,2,3,1,85,97,2,2,5,5,1,NA,978,1,1,NA,2,5.1,"10"
"796","210463","010","0","0",NA,1,1,1,1,3,3,2,6,6,8,1924,5,5,9,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,1,5,5,6,2008,1,NA,5,5,5,1,5,5,1,1,5,5,1,5,5,1,7,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0,500,500,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,11,5,1,5,5,2,1,1,2,1,2,1,1,1,1,1,1,3,1,3,2,1,2,3,3,1,20,31,2,1,5,5,1,NA,619,1,NA,NA,7,5.1,"10"
"797","210606","010","0","0","011",1,1,1,1,3,3,1,1,6,9,1928,5,4,7,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,3,5,1,4,2008,1,NA,5,5,5,1,1,1,5,1,1,5,1,5,2,1,0,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,1,0,0,75000,75000,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,8,8,0,0,1,1996,5,1,1,1,0,17,5,1,5,5,2,1,1,2,1,1,2,1,1,2,2,3,2,3,3,1,2,3,2,1,2,29,10,7,2,1,5,1,NA,398,1,NA,NA,7,5.1,"10"
"798","210606","011","0","0","010",5,5,5,2,4,4,2,1,NA,6,1927,NA,7,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,4,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,3,39,94,3,1,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"799","210673","010","0","0",NA,1,1,1,1,3,3,2,6,6,2,1924,5,9,7,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,3,1,5,10,2008,1,NA,1,5,5,1,5,5,5,5,5,5,5,5,2,1,0,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,0,0,0,0,0,0,0,0,5000,5000,2501,24999,1000,1000,0,0,0,0,0,0,125001,499999,1,NA,5,1,1,0,2,12,5,1,5,5,2,1,2,1,2,2,1,2,2,2,1,1,3,1,2,2,1,2,2,3,1,45,86,8,2,5,5,1,NA,17,1,NA,NA,7,5.1,"10"
"800","210812","010","0","0","020",5,1,5,2,2,2,2,1,1,4,1925,5,4,5,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,5,4,2008,1,NA,5,5,5,1,5,5,5,1,1,5,1,5,2,1,6,5,5,5,1,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,400000,400000,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,9000,9000,0,0,0,0,0,0,5001,49999,0,2499,5000,5000,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,2,12,5,1,5,5,3,1,2,2,1,2,2,2,2,1,2,2,1,1,2,3,3,2,2,1,2,18,30,2,2,5,5,1,NA,875,1,1,NA,7,5.1,"10"
"801","210812","020","0","0","010",1,5,1,1,1,1,1,1,1,5,1924,5,5,4,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,4,2008,1,NA,5,5,5,1,1,5,1,1,5,5,1,5,2,1,6,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,400000,400000,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,9000,9000,0,0,0,0,0,0,5001,49999,0,2499,5000,5000,0,0,0,0,0,0,0,0,1,1996,1,1,1,3,4,9,1,1,5,5,3,2,1,2,2,2,2,1,1,2,1,2,1,2,3,1,3,1,2,1,2,48,74,6,1,1,5,1,NA,906,1,NA,NA,7,5.1,"10"
"802","210921","010","0","0","020",1,1,5,1,2,2,2,1,1,12,1929,5,9,10,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,5,5,5,1,5,5,5,1,5,5,1,10,5,5,5,5,5,5,1,1,1,5,5,3,NA,NA,NA,1,0,0,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,40000,40000,0,0,0,0,1000,1000,0,0,0,0,0,0,1,NA,1,1,1,3,4,12,5,1,5,5,2,2,1,2,1,2,1,1,1,2,1,2,1,3,3,1,1,3,3,2,3,74,90,5,1,5,5,1,NA,840,1,1,NA,7,5.1,"10"
"803","210921","020","0","0","010",5,5,1,2,1,1,1,1,1,4,1926,5,10,9,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,1,5,1,1,1,5,5,1,5,5,1,10,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,40000,40000,0,0,0,0,1000,1000,0,0,0,0,0,0,1,NA,1,1,1,3,1,12,5,1,5,5,2,1,1,1,1,2,2,1,1,1,1,3,2,1,2,2,2,1,2,2,1,49,72,5,2,1,5,1,NA,797,1,NA,NA,7,5.1,"10"
"804","210980","010","0","0","020",1,1,5,1,2,2,2,1,1,10,1924,5,4,10,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,3,2008,1,NA,5,5,5,1,1,1,5,5,5,5,1,5,5,1,13,5,5,5,1,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,25000,25000,0,0,18000,18000,0,0,18000,18000,40000,40000,32000,32000,5000,5000,0,0,0,0,0,0,1,1994,1,1,1,0,0,10,5,1,5,5,3,2,1,2,1,1,1,2,2,2,2,2,2,2,3,2,1,3,3,1,2,43,48,4,1,5,5,1,NA,282,1,NA,NA,3,5.1,"10"
"805","210980","020","0","0","010",5,5,1,2,1,1,1,1,1,2,1926,5,10,4,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,1,3,2008,1,NA,5,5,5,1,5,5,5,1,5,5,5,5,5,1,13,5,5,5,1,5,1,1,1,1,5,5,3,1,10,45,5,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,25000,25000,0,0,18000,18000,0,0,18000,18000,40000,40000,32000,32000,5000,5000,0,0,0,0,0,0,1,NA,5,NA,NA,4,0,12,5,5,5,5,3,1,2,1,1,2,2,1,2,2,1,3,1,3,2,3,2,2,1,3,1,81,29,6,2,1,5,1,1,940,1,NA,NA,3,5.1,"10"
"806","211190","010","0","0",NA,1,1,1,1,3,3,2,6,6,1,1926,5,9,3,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,3,5,1,6,2008,1,NA,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,5,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25001,99999,0,0,0,0,0,0,0,0,5001,49999,0,0,3500,3500,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,12,5,1,5,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,3,2,2,3,1,1,1,29,30,7,2,5,5,1,NA,683,1,NA,NA,7,5.1,"10"
