"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NY005","NY006","NY007","NY008","NY009","NY010","NY011","NY012","NY013","NY014","NY015","NY016","NY017","NY018","NY019","NY020","NY021","NY022","NY023","NY024","NY025","NY026","NY027","NY028","NY029","NY030","NY031","NY032","NY033","NY034","NY035","NY036","NY037","NY038","NY039","NY040","NY041","NY042","NY043","NY044","NY045","NY046","NY047","NY048","NY049","NY050","NY051","NY052","NY053","NY054","NY055","NY056","NY057","NY058","NY059","NY060","NY061","NY062","NY063","NY064","NY065","NY066","NY067","NY068","NY069","NY070","NY071","NY072","NY073","NY074","NY075","NY076","NY077","NY078","NY079","NY080","NY081","NY082","NY083","NY084","NY085","NY086","NY087","NY088","NY089","NY090","NY091","NY092","NY093","NY094","NY095","NY096","NY097","NY098","NY099","NY100","NY101","NY102","NY103","NY104","NY105","NY106","NY107","NY108","NY109","NY110","NY111","NY112","NY113","NY114","NY115","NVDATE","NVERSION","year"
"11","012979","010","0","0","020",5,5,1,91.38,180.383,505.538,802.689,NA,57.051,21.993,27.498,65.513,23.236,61.199,203.645,24.894,57.035,NA,NA,NA,NA,NA,NA,3.046,NA,26.487,57.62,101.998,132.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.938,27.867,61.512,NA,NA,NA,23.578,33.977,21.571,NA,NA,NA,NA,NA,NA,325.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.673,249.948,146.383,2.661,NA,72.075,36.27,NA,NA,27.868,NA,797.274,394.402,539.937,28.972,NA,79.551,NA,114.618,62.965,4186.122,4,2,"12"
"12","012979","020","0","0","010",1,1,5,871.526,117.079,1082.975,1144.142,NA,70.815,23.711,49.472,140.293,40.928,23.452,274.614,26.374,128.092,NA,NA,NA,NA,NA,NA,3.155,NA,43.567,62.156,94.767,241.669,41.738,62.558,48.561,24.917,26.605,45.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972.906,96.207,400.195,NA,2.588,NA,862.469,791.55,NA,NA,38.672,NA,1199.312,540.513,NA,NA,NA,109.987,NA,396.417,67.019,9700.336,4,2,"12"
"13","013062","010","0","0",NA,1,1,1,267.278,97.285,900.867,912.915,NA,75.517,22.772,32.424,66.927,20.02,26.176,173.287,36.392,203.742,NA,NA,NA,NA,NA,NA,1.801,NA,21.94,62.989,102.524,99.99,55.466,60.95,27.284,18.372,16.776,16.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.34,21.679,387.277,427.994,4126.424,700.866,360.202,29.982,NA,NA,43.789,NA,896.084,361.751,675.687,136.773,NA,387.342,NA,284.92,84.736,11874.471,3,2,"12"
"14","013063","010","0","0",NA,1,1,1,350.815,115.232,633.785,872.249,NA,50.772,21.351,38.605,88.216,26.534,57.302,255.443,41.717,56.797,NA,NA,NA,NA,NA,NA,2.516,NA,38.939,62.528,80.61,118.152,20.51,65.382,26.755,NA,NA,NA,11.904,38.417,80.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.719,24.069,396.901,323.64,1.812,NA,997.681,521.491,NA,NA,53.743,NA,951.938,406.473,784.644,60.271,NA,206.281,NA,185.996,153.119,7567.751,2,2,"12"
"15","013208","010","0","0","040",1,1,1,468.146,94.093,677.699,542.886,NA,50.922,NA,NA,68.044,36.614,12.901,152.554,NA,109.212,NA,NA,NA,NA,NA,NA,27.485,NA,34.995,68.648,108.873,79.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.504,25.99,348.96,347.379,5.923,NA,884.562,87.046,NA,NA,49.45,NA,906.423,510.88,1096.126,30.898,NA,130.933,101.015,400.804,75.961,7591.367,2,2,"12"
"16","013208","040","0","0","010",5,5,5,151.18,105.253,841.762,1145.128,NA,83.413,22.862,21.59,65.146,34.008,94.692,260.802,30.483,104.925,NA,NA,NA,NA,NA,NA,2.512,NA,33.525,71.105,98.889,188.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.716,107.812,74.974,NA,NA,NA,60.824,39.546,41.278,NA,NA,NA,NA,NA,NA,543.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.476,367.615,NA,3.088,NA,807.411,911.697,NA,NA,42.338,NA,891.136,468.688,NA,NA,NA,135.969,NA,55.146,70.247,6067.326,2,2,"12"
"17","013211","010","0","0","020",1,1,1,228.322,55.146,733.934,919.645,NA,49.296,21.614,30.56,80.449,28.205,92.882,266.885,33.087,59.327,NA,NA,NA,NA,NA,NA,2.808,NA,29.282,51.058,69.389,185.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.166,38.579,52.089,NA,NA,NA,27.877,42.136,42.9,NA,NA,NA,NA,NA,NA,412.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.778,62.852,335.573,273.187,1.747,NA,70.903,28.891,NA,NA,75.551,NA,786.834,420.109,563.036,22.807,NA,191.381,NA,195.656,58.235,5540.497,3,2,"12"
"18","013211","020","0","0","010",5,5,5,82.29,64.007,891.588,1108.733,NA,59.358,21.77,47.689,69.218,29.952,69.764,261.332,55.77,82.727,NA,NA,NA,NA,NA,NA,2.231,NA,34.46,61.464,91.946,204.688,160.571,36.645,71.51,20.218,27.066,16.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.417,548.934,NA,2.745,NA,518.608,29.265,NA,NA,35.241,NA,816.022,299.707,NA,NA,NA,144.347,NA,128.482,64.288,4803.537,3,2,"12"
"19","013318","010","0","0","020",5,1,1,238.538,98.025,832.122,1093.748,NA,55.768,25.294,59.537,143.269,29.514,59.857,300.435,35.237,96.074,NA,NA,NA,NA,NA,NA,3.531,NA,30.669,59.381,77.14,219.016,82.603,58.54,33.71,21.962,22.376,32.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.77,28.095,608.611,327.992,173.356,92.383,292.468,438.373,NA,NA,39.488,NA,1093.481,644.396,1160.571,90.13,NA,196.654,NA,238.428,217.531,8475.82,4,2,"12"
"20","013318","020","0","0","010",1,5,5,706.572,85.504,564.253,921.47,NA,55.443,22.05,82.244,64.958,27.472,54.32,218.322,38.08,99.45,NA,NA,NA,NA,NA,NA,10.202,NA,29.889,68.874,104.645,117.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.404,33.322,32.667,NA,NA,NA,NA,NA,NA,39.187,33.446,45.958,NA,NA,NA,322.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.723,326.961,NA,3157.877,531.977,696.23,744.964,NA,NA,40.653,NA,727.835,367.818,NA,NA,NA,180.788,NA,326.6,59.499,9480.637,4,2,"12"
"21","013418","020","1","1",NA,1,1,1,258.368,108.701,1418.151,823.788,NA,59.842,22.788,51.355,102.758,29.905,37.316,272.158,64.116,71.635,NA,NA,NA,NA,NA,NA,2.153,NA,31.73,58.562,155.377,174.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.898,41.277,640.647,453.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4412.948,4,2,"12"
"22","013418","010","2","2","011",1,1,1,583.474,76.159,595.703,601.217,NA,56.893,22.628,20.343,89.123,18.455,28.782,206.419,47.97,49.655,NA,NA,NA,NA,NA,NA,2.496,NA,20.139,29.733,48.641,189.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.707,87.563,332.499,61.698,1.482,NA,66.55,91.79,NA,NA,35.459,NA,488.749,315.667,417.488,31.746,NA,133.208,NA,222.769,60.528,5098.099,4,2,"12"
"23","013518","040","1","1",NA,1,1,1,562.053,226.373,797.879,1150.791,NA,79.685,21.848,47.018,142.585,41.075,18.705,280.489,28.501,115.269,NA,NA,NA,NA,NA,NA,4.197,NA,47.236,31.574,81.026,275.138,34.741,44.039,65.395,23.213,27.347,41.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.812,547.592,469.155,316.306,4934.397,1011.132,1035.358,746.33,NA,NA,52.182,NA,877.986,416.298,693.031,34.679,NA,215.608,NA,218.557,185.016,15149.48,4,2,"12"
"24","013671","010","0","0","020",5,5,1,146.719,81.463,683.188,868.352,NA,48.172,22.613,34.804,83.522,30.498,50.529,218.072,29.406,69.483,NA,NA,NA,NA,NA,NA,2.761,NA,21.372,64.35,88.015,137.436,57.128,37.299,44.148,NA,NA,NA,21.076,32.105,50.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.781,239.273,278.009,2.589,NA,67.236,31.481,NA,NA,55.458,NA,672.533,412.543,1064.171,86.814,NA,183.737,NA,128.279,61.979,5121.685,3,2,"12"
"25","013671","020","0","0","010",1,1,5,229.538,79.87,476.687,837.623,NA,52.744,22.689,30.001,93.231,22.153,35.413,217.636,42.975,70.802,NA,NA,NA,NA,NA,NA,17.317,NA,20.695,54.736,82.245,125.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.95,23.132,30.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.794,39.304,38.805,338.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.908,25.036,263.395,NA,1.827,NA,657.662,162.278,NA,NA,35.319,NA,881.499,350.888,NA,NA,NA,189.601,NA,147.42,77.126,4893.753,3,2,"12"
"26","013816","010","0","0","040",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"12"
"27","013816","040","0","0","010",5,1,5,267.229,227.651,952.959,1436.957,NA,54.335,23.127,29.749,64.522,24.601,37.472,193.16,40.405,70.824,NA,NA,NA,NA,NA,NA,3.978,NA,21.2,62.416,124.005,186.031,25.007,35.693,29.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.839,68.266,495.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.904,281.019,570.742,NA,5095.264,775.384,575.241,467.206,NA,NA,28.969,NA,960.697,643.142,NA,NA,NA,299.614,NA,465.253,61.698,13899.775,1,2,"12"
"28","013817","010","1","1","011",5,5,1,283.141,61.885,576.608,970.096,NA,53.493,22.362,24.523,62.4,24.898,54.491,194.314,31.964,64.319,NA,NA,NA,NA,NA,NA,4.899,NA,17.644,63.149,125.268,132.538,17.924,24.648,24.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.08,50.06,137.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.682,257.837,306.4,3538.082,338.614,293.767,408.956,NA,NA,37.471,NA,849.593,308.304,630.428,64.88,NA,314.825,195.296,134.987,236.046,9930.3,3,2,"12"
"29","013817","011","1","1","010",1,1,5,371.189,48.48,763.672,581.672,NA,49.907,21.972,19.105,78.463,24.063,24.938,186.542,33.181,59.183,NA,NA,NA,NA,NA,NA,11.313,NA,21.801,43.363,74.979,152.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.316,25.564,522.742,NA,740.692,478.493,60.051,175.928,NA,NA,270.35,NA,1415.858,400.948,NA,NA,NA,156.77,NA,386.967,172.019,7146.076,1,2,"12"
"30","013817","040","2","2","041",5,1,1,258.787,40.81,384.634,586.958,NA,43.446,21.395,22.745,66.83,21.482,23.696,153.676,24.477,NA,NA,NA,NA,NA,NA,NA,0.998,NA,15.834,60.762,108.997,85.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.187,13.011,43.836,NA,NA,NA,NA,NA,NA,17.643,14.68,30.654,NA,NA,NA,215.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.625,19.593,166.312,164.939,2022.012,491.048,372.077,321.937,NA,NA,26.973,NA,415.444,315.074,531.571,43.571,NA,34.289,NA,294.248,118.154,6808.065,4,2,"12"
"31","013817","041","2","2","040",1,5,5,222.862,41.667,475.098,853.485,NA,148.076,21.988,18.423,50.061,14.96,23.306,121.54,14.336,44.195,NA,NA,NA,NA,NA,NA,1.45,NA,16.443,34.897,51.292,333.513,10.639,17.347,23.837,NA,NA,NA,NA,NA,NA,20.764,22.963,13.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.836,320.674,NA,1943.369,388.52,47.689,23.447,NA,NA,55.364,NA,467.252,275.918,NA,NA,NA,118.373,NA,324.699,77.969,5664.919,4,2,"12"
"32","014081","010","0","0","040",1,5,1,311.408,116.563,724.294,1182.723,NA,102.539,21.832,34.944,81.541,33.493,85.862,286.354,51.293,66.207,NA,NA,NA,NA,NA,NA,1.965,NA,32.745,53.617,76.72,159.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.074,42.634,48.314,NA,NA,NA,NA,NA,NA,49.249,50.856,53.929,NA,NA,NA,426.38,59.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.716,21.418,23.666,NA,NA,NA,11.715,15.413,19.859,NA,NA,NA,NA,NA,NA,103.787,NA,41.98,303.686,193.986,1.233,NA,1018.213,424.212,NA,NA,62.817,NA,504.996,488.281,697.461,51.855,NA,177.388,NA,235.498,62.244,6602.504,4,2,"12"
"33","014332","010","1","1",NA,1,1,1,601.544,90.424,568.176,694.969,NA,81.001,23.731,21.584,111.817,24.422,31.941,218.654,25.734,57.407,NA,NA,NA,NA,NA,NA,2.595,NA,22.158,40.624,62.253,102.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919,17.642,29.905,NA,NA,NA,NA,NA,NA,12.34,12.836,30.597,NA,NA,NA,222.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771.598,27.69,267.475,182.361,2.37,NA,676.537,601.305,NA,NA,41.984,NA,616.168,440.758,611.068,78.035,NA,151.707,NA,261.372,83.492,6775.361,3,2,"12"
"34","014332","011","5","5",NA,1,1,1,175.079,132.196,887.875,774.518,NA,47.362,22.02,30.654,87.266,22.246,62.993,245.684,53.32,54.647,NA,NA,NA,NA,NA,NA,2.418,NA,18.283,50.216,69.935,117.063,29.827,33.415,45.115,16.084,15.132,40.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.591,28.876,311.829,255.419,294.435,331.921,1092.647,706.073,NA,NA,32.62,NA,728.63,457.081,554.55,23.556,NA,109.73,NA,448.922,294.903,8068.286,4,2,"12"
"35","015189","010","0","0",NA,1,1,1,511.799,291.603,1104.344,1386.35,NA,80.116,23.488,49.307,138.145,48.088,79.642,364.92,37.995,109.165,NA,NA,NA,NA,NA,NA,5.095,NA,55.733,84.715,129.415,284.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.205,39.173,83.991,NA,NA,NA,70.945,32.021,67.937,NA,NA,NA,NA,NA,NA,607.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.619,43.237,427.535,488.187,4938.168,831.615,226.018,468.314,NA,NA,35.687,NA,845.239,210.503,601.206,36.812,450.122,153.126,NA,463.882,91.368,14428.97,1,2,"12"
"36","015445","010","0","0","040",5,1,5,134.083,53.424,418.131,678.942,NA,44.275,21.69,23.586,49.266,17.116,24.756,129.81,20.349,72.578,NA,NA,NA,NA,NA,NA,1.801,NA,16.746,36.196,70.633,102.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.563,24.77,33.609,NA,NA,NA,15.449,14.004,15.952,NA,NA,NA,NA,NA,NA,219.468,44.375,6.957,9.072,6.391,NA,NA,NA,6.793,5.208,12.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.546,304.039,27.81,240.033,NA,2751.641,285.287,71.652,113.897,NA,NA,23.061,NA,553.07,286.488,NA,NA,NA,276.113,NA,357.235,222.548,6804.809,4,2,"12"
"37","015445","040","0","0","010",1,5,1,241.363,62.073,700.238,704.333,NA,50.014,22.003,23.744,71.058,19.983,23.259,172.583,34.835,49.639,NA,NA,NA,NA,NA,NA,5.819,NA,19.017,44.616,74.459,107.281,18.361,35.163,55.224,NA,NA,NA,9.547,44.492,24.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.546,330.112,185.282,3154.175,315.761,644.125,756.65,NA,NA,295.433,NA,776.772,420.561,978.387,52.666,NA,228.291,NA,441.59,248.087,10578.861,1,2,"12"
"38","015497","010","0","0","040",1,5,1,401.092,80.09,1254.274,978.145,NA,59.249,21.988,21.419,110.667,22.37,40.81,227.121,21.045,130.058,NA,NA,NA,NA,NA,NA,2.215,NA,26.801,19.703,40.747,163.645,23.462,30.623,35.194,20.467,19.937,21.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.7,59.951,12.23,30.888,17.878,NA,NA,NA,27.456,3.432,2.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.723,NA,50.107,790.376,242.097,1.388,NA,76.191,40.263,NA,NA,55.427,NA,711.237,530.182,689.537,36.644,NA,99.17,NA,123.38,94.661,6303.074,4,2,"12"
"39","015497","040","0","0","010",5,1,5,271.745,79.054,773.465,804.33,NA,55.548,21.81,52.672,92.514,26.432,26.434,242.261,53.381,84.762,NA,NA,NA,NA,NA,NA,1.475,NA,43.5,61.505,82.782,127.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.604,19.653,44.035,NA,NA,NA,17.144,14.422,14.645,NA,NA,NA,NA,NA,NA,258.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.307,42.137,319.958,NA,2.215,NA,75.768,39.04,NA,NA,33.911,NA,665.577,456.294,NA,NA,NA,88.645,NA,381.576,215.014,5128.857,4,2,"12"
"40","015833","010","0","0","020",5,5,1,183.003,188.996,631.053,683.697,NA,58.469,21.818,23.641,56.178,20.545,40.014,160.546,21.766,54.834,NA,NA,NA,NA,NA,NA,5.756,NA,19.984,44.835,62.978,111.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.464,24.133,37.128,NA,NA,NA,NA,NA,NA,34.804,16.427,54.99,NA,NA,NA,291.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.864,232.284,973.615,4.664,NA,602.411,104.052,NA,NA,37.19,NA,783.216,505.41,1027.001,1.123,NA,241.644,30.998,205.594,100.526,6804.517,4,2,"12"
"41","015833","020","0","0","010",1,1,5,397.268,312.742,633.12,882.932,NA,54.961,21.453,26.111,110.628,28.104,44.694,268.121,28.308,77.92,NA,NA,NA,NA,NA,NA,3.843,NA,53.643,62.147,83.142,156.779,30.593,27.123,18.504,NA,NA,NA,26.528,39.32,40.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983.459,54.571,309.664,NA,1.859,NA,403.28,36.156,NA,NA,32.914,NA,770.511,365.8,NA,NA,NA,217.143,NA,217.97,67.797,5692.981,4,2,"12"
"42","015836","010","0","0","020",5,1,1,240.946,102.357,528.662,697.217,NA,61.691,21.541,28.858,47.872,18.812,50.195,164.688,26.203,57.273,NA,NA,NA,NA,NA,NA,3.605,NA,19.949,60.864,84.994,92.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.887,17.887,86.116,NA,NA,NA,23.826,16.577,18.681,NA,NA,NA,NA,NA,NA,270.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.404,105.895,183.276,303.632,1.437,NA,485.741,305.084,NA,NA,20.519,NA,424.924,359.445,739.886,44.242,NA,172.617,49.506,2.791,66.212,5158.913,4,2,"12"
"43","015836","020","0","0","010",1,5,5,245.311,112.85,1185.103,805.827,NA,81.042,21.754,21.497,89.95,29.765,78.203,258.883,26.957,75.504,NA,NA,NA,NA,NA,NA,2.012,NA,32.417,60.59,84.88,200.742,55.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.469,492.243,NA,1.623,NA,71.136,24.773,NA,NA,70.824,NA,760.174,562.068,NA,NA,NA,228.775,NA,15.086,126.859,4765.489,4,2,"12"
