"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NY005","NY006","NY007","NY008","NY009","NY010","NY011","NY012","NY013","NY014","NY015","NY016","NY017","NY018","NY019","NY020","NY021","NY022","NY023","NY024","NY025","NY026","NY027","NY028","NY029","NY030","NY031","NY032","NY033","NY034","NY035","NY036","NY037","NY038","NY039","NY040","NY041","NY042","NY043","NY044","NY045","NY046","NY047","NY048","NY049","NY050","NY051","NY052","NY053","NY054","NY055","NY056","NY057","NY058","NY059","NY060","NY061","NY062","NY063","NY064","NY065","NY066","NY067","NY068","NY069","NY070","NY071","NY072","NY073","NY074","NY075","NY076","NY077","NY078","NY079","NY080","NY081","NY082","NY083","NY084","NY085","NY086","NY087","NY088","NY089","NY090","NY091","NY092","NY093","NY094","NY095","NY096","NY097","NY098","NY099","NY100","NY101","NY102","NY103","NY104","NY105","NY106","NY107","NY108","NY109","NY110","NY111","NY112","NY113","NY114","NY115","NVDATE","NVERSION","year"
"672","202599","010","0","0",NA,1,1,1,310.175,44.882,647.371,NA,13.104,233.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.829,30.482,358.6,NA,1.388,NA,38.283,NA,NA,NA,42.619,NA,583.862,NA,326.914,1.56,NA,146.843,NA,NA,57.237,3370.379,4,2,"12"
"673","202806","010","0","0","020",1,1,5,161.75,63.291,743.888,995.74,NA,68.153,21.227,27.35,85.111,25.819,32.597,209.03,29.098,97.729,NA,NA,NA,NA,NA,NA,1.54,NA,33.142,61.039,99.602,217.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.478,22.216,18.987,NA,NA,NA,24.149,49.454,98.899,NA,NA,NA,NA,NA,NA,456.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.474,46.358,319.336,NA,63.043,225.026,1585.63,44.824,NA,NA,38.543,NA,564.315,427.883,NA,NA,NA,291.815,NA,234.243,69.569,6561.27,3,2,"12"
"674","202806","020","0","0","010",5,5,1,126.251,43.898,409.189,856.621,NA,52.198,21.161,31.403,72.306,20.233,33.088,175.235,28.657,NA,NA,NA,NA,NA,NA,NA,7.535,NA,19.313,60.512,98.904,93.849,14.352,48.797,70.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.668,85.005,39.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.723,259.491,115.081,2466.365,264.203,1088.617,28.33,NA,NA,208.054,NA,559.463,342.983,718.708,99.981,NA,81.37,NA,252.023,91.775,8233.805,3,2,"12"
"675","203031","020","0","0",NA,1,1,1,616.905,63.287,1609.922,NA,5.988,153.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.549,66.463,453.725,NA,2.415,NA,82.861,NA,NA,NA,10.75,NA,843.53,NA,210.768,116.544,NA,64.473,NA,11.133,84.936,4732.412,4,2,"12"
"676","203080","020","0","0",NA,1,1,1,435.044,145.58,951.103,1207.586,NA,78.39,21.395,29.125,84.069,28.704,61.37,236.574,35.692,83.257,NA,NA,NA,NA,NA,NA,4.228,NA,24.835,63.91,98.012,161.367,33.072,49.421,37.783,NA,NA,NA,42.307,89.966,45.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.311,77.736,10.514,38.407,17.878,NA,NA,NA,10.031,16.973,19.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.552,833.681,47.97,572.49,1255.636,3.322,NA,103.304,NA,NA,NA,36.831,NA,1885.981,507.344,1140.784,466.039,326.009,143.427,NA,37.908,64.303,10179.084,4,2,"12"
"677","203173","010","0","0","020",1,5,1,337.569,76.13,948.278,868.534,NA,73.751,23.464,23.324,62.578,22.986,28.197,164.583,28.465,57.83,NA,NA,NA,NA,NA,NA,1.679,NA,20.548,62.609,88.976,140.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.943,36.322,35.972,NA,NA,NA,14.876,19.028,25.876,NA,NA,NA,NA,NA,NA,288.772,72.699,10.95,12.034,15.986,NA,NA,NA,10.925,9.04,9.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.732,NA,65.167,474.963,138.206,2931.425,344.134,87.733,NA,NA,NA,38.204,NA,777.807,497.349,1370.332,102.22,NA,251.45,309.571,466.045,75.377,10168.513,3,2,"12"
"678","203173","020","0","0","010",5,1,5,163.441,74.428,710.846,757.337,NA,65.442,21.568,22.536,58.213,25.506,42.526,179.196,28.943,66.284,NA,NA,NA,NA,NA,NA,10.998,NA,22.183,60.123,81.651,127.835,19.859,25.085,25.459,NA,NA,NA,16.77,39.14,50.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.286,382.794,425.771,NA,2279.872,262.012,187.591,NA,NA,NA,28.532,NA,578.543,432.183,NA,NA,NA,213.831,NA,591.584,66.098,7527.859,3,2,"12"
"679","203297","020","0","0",NA,1,1,1,393.799,163.524,855.53,NA,710.289,411.381,21.603,24.133,98.403,27.419,17.518,216.442,41.189,90.838,NA,NA,NA,NA,NA,NA,7.173,NA,31.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.961,24.344,745.076,486.124,1.272,NA,93.687,NA,NA,NA,63.519,NA,968.338,NA,815.99,261.82,NA,112.543,NA,93.563,80.391,6563.234,4,2,"12"
"680","203327","010","0","0",NA,1,1,1,287.534,85.558,980.139,903.632,NA,60.152,22.46,35.836,99.303,21.232,55.197,223.873,21.167,83.748,NA,NA,NA,NA,NA,NA,7.076,NA,24.818,59.72,86.514,210.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.574,24.801,38.135,NA,NA,NA,32.241,27.602,20.401,NA,NA,NA,NA,NA,NA,375.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.369,32.964,545.415,49.802,2984.758,578.233,93.506,NA,NA,NA,48.939,NA,794.745,330.806,638.334,2.326,NA,109.976,NA,227.283,52.507,9398.565,3,2,"12"
"681","203788","021","0","0",NA,1,1,1,179.915,112.554,841.539,962.561,NA,80.777,21.193,25.428,86.144,33.742,85.816,263.282,31.637,76.94,NA,NA,NA,NA,NA,NA,1.17,NA,23.26,68.328,94.068,131.711,22.152,24.882,38.704,NA,NA,NA,31.558,48.953,98.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.6,34.148,334.995,76.222,2746.352,193.924,1890.427,27.924,NA,NA,33.275,NA,469.904,485.707,370.344,1.077,NA,41.761,NA,244.406,122.569,9404.557,4,2,"12"
"682","203857","020","0","0",NA,1,1,1,762.592,87.157,926.033,NA,3.416,249.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.802,25.35,621.162,274.95,2.091,NA,71.62,NA,NA,NA,72.914,NA,664.202,NA,512.929,148.013,NA,174.658,NA,NA,109.232,5607.336,1,2,"12"
"683","203990","010","0","0","020",1,1,5,390.937,49.187,669.459,681.605,NA,57.455,22.675,18.814,67.751,33.587,30.732,174.19,18.689,47.362,NA,NA,NA,NA,NA,NA,2.137,NA,20.529,28.501,70.169,132.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.607,25.896,27.722,NA,NA,NA,15.412,23.01,17.66,NA,NA,NA,NA,NA,NA,263.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.118,23.962,296.151,NA,2.028,NA,74.74,NA,NA,NA,31.434,NA,671.862,379.346,NA,NA,NA,201.396,NA,356.383,58.531,4423.459,3,2,"12"
"684","203990","020","0","0","010",5,5,1,88.452,44.897,887.485,695.426,NA,52.292,21.707,19.89,63.32,26.068,23.712,168.137,32.23,49.39,NA,NA,NA,NA,NA,NA,2.746,NA,20.779,47.518,75.036,122.694,17.316,26.427,40.528,NA,NA,NA,NA,NA,NA,26.957,42.074,24.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.141,586.966,167.357,1.826,NA,309.863,NA,NA,NA,50.606,NA,843.821,386.366,868.937,73.898,NA,184.86,NA,278.133,57.97,5562.993,3,2,"12"
"685","204639","020","0","0",NA,1,1,1,221.692,123.771,1181.058,728.841,NA,49.14,21.91,24.336,79.654,27.207,40.342,210.148,32.448,81.417,NA,NA,NA,NA,NA,NA,13.868,NA,28.22,64.849,92.742,136.937,94.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.593,38.876,647.619,130.198,1.7,NA,94.271,NA,NA,NA,59.296,NA,1326.326,534.394,1013.846,80.714,706.713,241.723,28.953,285.106,106.533,7998.805,4,2,"12"
"686","204721","020","0","0",NA,1,1,1,717.017,195.199,749.55,765.967,NA,45.391,21.251,58.231,63.215,69.054,46.674,229.068,25.037,69.751,NA,NA,NA,NA,NA,NA,1.353,NA,23.266,61.83,86.875,120.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.02,67.757,11.285,12.565,10.739,NA,NA,NA,13.024,9.377,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.16,441.652,50.675,438.274,293.48,3597.39,253.596,200.879,NA,NA,NA,64.89,NA,1021.628,467.69,561.1,115.191,NA,205.288,155.33,460.106,77.33,10846.257,3,2,"12"
"687","204810","010","0","0","020",5,5,1,199.009,164.378,697.025,984.63,NA,61.558,21.972,23.884,53.165,32.744,29.438,212.893,33.571,78.452,NA,NA,NA,NA,NA,NA,10.686,NA,61.526,61.652,112.648,135.482,27.971,29.75,25.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.078,63.898,130.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.442,351.718,520.058,2551.213,1493.735,74.973,NA,NA,NA,86.331,NA,468.313,363.044,943.989,131.789,NA,343.996,68.827,418.752,69.498,9976.58,3,2,"12"
"688","204810","020","0","0","010",1,1,5,392.135,112.742,717.444,976.892,NA,67.572,21.884,18.313,97.662,25.457,46.858,214.478,21.129,108.322,NA,NA,NA,NA,NA,NA,4.316,NA,20.94,68.919,112.05,136.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.849,52.601,97.073,NA,NA,NA,44.458,28.993,45.959,NA,NA,NA,NA,NA,NA,422.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.777,27.687,385.826,NA,2462.114,498.139,96.499,NA,NA,NA,41.27,NA,659.556,509.53,NA,NA,NA,159.457,NA,514.526,79.136,8283.599,3,2,"12"
"689","204859","010","0","0",NA,1,1,1,406.762,108.097,823.703,882.53,NA,92.889,22.244,44.083,83.843,33.935,32.101,215.115,24.843,116.533,NA,NA,NA,NA,NA,NA,2.727,NA,40.393,71.728,100.791,196.074,89.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.589,39.233,406.782,163.295,14.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473.938,3,2,"12"
"690","205001","010","0","0","011",5,1,1,211.24,71.51,719.442,855.076,NA,43.493,22.347,33.228,53.882,17.488,20.218,150.181,38.454,67.626,NA,NA,NA,NA,NA,NA,2.542,NA,17.472,58.407,114.566,102.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.421,30.436,111.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.969,33.291,39.593,415.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.231,38.048,255.81,103.958,2777.123,408.37,50.186,NA,NA,NA,27.69,NA,722.827,298.678,1027.761,82.618,NA,118.56,356.897,228.681,105.394,9207.688,3,2,"12"
"691","205001","011","0","0","010",1,5,5,263.594,66.035,680.536,863.703,NA,43.461,22.019,33.712,41.418,18.658,23.852,122.289,19.578,51.605,NA,NA,NA,NA,NA,NA,1.857,NA,17.316,66.69,143.13,125.19,16.942,30.217,39.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.447,56.878,119.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.104,284.092,NA,3466.702,352.499,60.482,NA,NA,NA,25.038,NA,592.59,278.928,NA,NA,NA,105.02,NA,278.632,113.116,7486.393,3,2,"12"
"692","205007","010","0","0",NA,1,1,1,384.509,118.593,1305.257,528.052,NA,61.896,22.479,26.553,74.409,29.36,37.973,197.697,25.64,90.704,NA,NA,NA,NA,NA,NA,19.352,NA,26.26,41.854,67.84,36.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796.221,38.356,489.55,297.545,3.086,NA,161.758,NA,NA,NA,91.878,NA,951.027,480.458,758.436,30.116,257.082,214.115,NA,439.169,77.264,7500.609,3,2,"12"
"693","205110","021","0","0",NA,1,1,1,553.832,120.479,970.853,752.708,NA,61.23,22.627,24.648,72.634,21.778,24.211,160.493,19.687,84.646,NA,NA,NA,NA,NA,NA,8.361,NA,20.935,60.637,79.747,137.514,16.49,16.926,61.214,NA,NA,NA,13.759,26.692,32.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.444,21.513,419.594,587.715,2240.961,214.173,97.375,NA,NA,NA,87.438,NA,839.72,392.122,712.672,131.851,NA,249.929,NA,301.002,81.619,9176.914,2,2,"12"
"694","205164","020","0","0",NA,1,1,1,249.523,41.917,695.184,NA,13.276,214.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.607,21.388,386.366,150.618,1.529,NA,61.807,NA,NA,NA,40.794,NA,768.457,NA,628.978,77.516,NA,120.214,111.743,85.051,64.21,4144.584,3,2,"12"
"695","205229","020","0","0","021",5,1,1,249.195,70.028,831.981,1143.318,NA,72.275,22.098,25.365,59.124,33.884,74.599,243.641,30.295,96.923,NA,NA,NA,NA,NA,NA,2.558,NA,43.758,63.804,91.495,240.225,47.003,40.825,76.502,31.497,68.017,81.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255.023,34.601,287.629,321.532,1.857,NA,224.714,59.67,NA,NA,56.379,NA,757.88,793.761,562.334,36.832,NA,102.211,NA,197.028,89.591,7081.024,3,2,"12"
"696","205229","021","0","0","020",1,5,5,613.829,63.284,762.79,856.749,NA,61.158,22.364,34.924,52.286,22.195,53.353,231.711,44.326,58.917,NA,NA,NA,NA,NA,NA,2.054,NA,56.008,65.882,83.308,182.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.794,24.132,23.597,NA,NA,NA,49.307,33.566,23.573,NA,NA,NA,NA,NA,NA,359.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.118,350.581,NA,1.828,NA,105.493,470.395,NA,NA,42.841,NA,671.763,425.779,NA,NA,NA,139.76,NA,269.054,118.333,4932.111,3,2,"12"
"697","205312","010","0","0",NA,1,1,1,658.898,71.557,626.778,803.113,NA,49.983,21.052,13.682,60.98,22.714,41.168,169.915,21.762,57.767,NA,NA,NA,NA,NA,NA,1.372,NA,21.793,64.896,106.455,227.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.814,29.422,29.733,NA,NA,NA,23.447,19.375,30.764,NA,NA,NA,NA,NA,NA,379.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.044,20.187,332.592,219.368,3607.01,453.664,65.863,NA,NA,NA,19.984,NA,620.054,308.46,484.193,40.17,173.161,147.514,NA,187.996,54.272,9301.433,1,2,"12"
"698","205403","010","0","0","011",5,1,1,313.217,65.816,878.812,670.201,NA,55.645,21.412,36.41,74.678,32.978,77.455,274.498,47.97,77.875,NA,NA,NA,NA,NA,NA,2.543,NA,40.076,60.014,82.852,114.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.221,31.996,473.866,309.755,2595.524,181.897,80.48,NA,NA,NA,47.44,NA,725.76,492.181,1070.692,105.644,NA,161.928,144.628,265.809,77.313,9931.507,3,2,"12"
"699","205403","011","0","0","010",1,5,5,339.457,37.58,590.991,811.45,NA,48.735,21.558,23.572,48.89,20.514,47.799,181.303,40.747,56.956,NA,NA,NA,NA,NA,NA,1.841,NA,21.403,58.173,81.261,117.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.083,39.811,32.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.723,47.268,53.305,392.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.472,266.448,NA,2915.364,234.484,160.353,669.404,NA,NA,23.93,NA,438.829,401.108,NA,NA,NA,207.995,NA,454.242,131.477,7726.262,2,2,"12"
"700","205496","020","0","0",NA,1,1,1,212.242,91.111,638.969,691.744,NA,56.072,21.678,21.504,59.232,26.788,25.346,162.687,24.887,53.901,NA,NA,NA,NA,NA,NA,2.075,NA,23.129,54.904,74.808,127.783,19.836,27.211,32.429,NA,NA,NA,20.82,34.44,33.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.907,22.341,223.837,253.013,1.082,NA,53.202,344.096,NA,NA,22.019,NA,558.08,340.553,474.539,21.002,NA,148.394,NA,189.024,54.666,4656.539,2,2,"12"
"701","205657","020","0","0",NA,1,1,1,247.885,42.417,544.035,NA,11.248,222.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.249,36.364,364.401,NA,1.591,NA,137.701,NA,NA,NA,45.318,NA,885.957,NA,543.021,136.063,NA,167.092,NA,NA,47.284,3748.016,4,2,"12"
"702","205677","010","0","0",NA,1,1,1,314.481,102.991,733.139,846.355,NA,82.851,22.004,18.798,69.795,27.502,38.065,185.422,20.81,83.21,NA,NA,NA,NA,NA,NA,1.794,NA,27.456,13.728,42.058,212.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.439,26.957,74.162,NA,NA,NA,19.844,18.72,23.134,NA,NA,NA,NA,NA,NA,403.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.854,23.244,435.865,299.521,3428.785,402.996,69.42,NA,NA,NA,28.064,NA,458.313,412.122,584.564,24.196,NA,130.338,35.942,209.445,70.902,8695.002,2,2,"12"
"703","205890","010","0","0",NA,1,1,1,272.205,90.339,1170.736,812.925,NA,98.015,22.316,26.177,68.265,37.144,35.178,204.313,28.064,90.573,NA,NA,NA,NA,NA,NA,3.26,NA,32.448,26.146,49.203,265.824,46.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.361,44.585,401.388,145.845,2.574,NA,80.652,NA,NA,NA,87.377,NA,1344.987,494.786,512.195,28.533,344.526,266.932,NA,415.772,70.076,7045.277,3,2,"12"
"704","206684","020","0","0",NA,1,1,1,345.697,138.392,850.373,667.501,NA,68.39,22.285,36.379,81.635,25.896,56.986,227.823,31.84,79.17,NA,NA,NA,NA,NA,NA,1.872,NA,30.28,62.977,83.148,146.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.285,30.232,1021.121,299.536,2579.426,229.992,74.397,NA,NA,NA,56.066,NA,1501.269,440.732,686.807,30.31,NA,263.812,NA,134.15,84.692,10108.708,4,2,"12"
