"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OW303","OW311","OW314","OW306","OW310","OW309","OW312","OW319","OW320","OW321","OW307","OVDATE","OVERSION","year"
"133","032449","040","7","7","010",5,5,5,5,2,1,1,3,NA,NA,NA,NA,NA,1,3,2,"14"
"134","032664","020","0","0",NA,1,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,1,3,2,"14"
"135","032821","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"136","032821","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"137","032918","010","0","0","040",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"138","032918","040","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"139","033167","010","0","0","040",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"140","033167","040","0","0","010",1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"141","033404","020","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"142","033534","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"143","033748","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"144","033748","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"145","033842","030","0","0","031",5,1,1,9,2,1,1,4,NA,NA,NA,NA,NA,1,2,2,"14"
"146","033842","031","0","0","030",1,5,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"147","033879","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"148","034470","010","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,1,1,3,1,3,2,"14"
"149","034470","040","2","2",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"150","035009","010","0","0","020",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"151","035009","020","0","0","010",1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"152","035330","010","0","0",NA,1,1,1,5,2,1,1,4,NA,4,NA,NA,NA,1,2,2,"14"
"153","035428","011","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"154","035525","040","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"155","035607","020","0","0","030",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"156","035607","030","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"157","035848","020","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"158","035903","020","0","0","030",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"159","035903","030","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"160","036107","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"161","036408","020","0","0","030",1,5,5,1,2,NA,NA,NA,NA,NA,1,1,4,1,2,2,"14"
"162","036408","030","0","0","020",5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"163","036489","010","1","1",NA,1,1,1,1,2,1,1,1,5,NA,NA,NA,NA,1,2,2,"14"
"164","036489","040","2","2",NA,1,1,1,1,2,1,1,1,5,NA,NA,NA,NA,1,3,2,"14"
"165","036499","040","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"166","037373","020","0","0",NA,1,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,2,4,2,"14"
"167","037594","010","0","0","040",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"168","037594","040","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"169","038050","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"170","038383","010","1","1",NA,1,1,1,5,2,1,1,1,5,NA,NA,NA,NA,1,3,2,"14"
"171","038406","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"172","038406","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"173","038547","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"174","038547","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"175","038615","010","0","0","020",5,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"176","038615","020","0","0","010",1,5,5,5,2,1,1,1,NA,NA,1,1,1,1,2,2,"14"
"177","038685","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"178","038761","040","0","0",NA,1,1,1,1,1,1,1,2,NA,2,NA,NA,NA,1,6,2,"14"
"179","039159","010","0","0","020",5,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"180","039159","020","0","0","010",1,5,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"181","039370","010","0","0","040",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"182","039370","040","0","0","010",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"183","039411","030","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"184","039755","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"185","039755","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"186","039779","030","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"187","040153","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"188","040153","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"189","040717","010","0","0","020",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"190","040717","020","0","0","010",5,5,5,5,1,1,1,7,NA,NA,NA,NA,NA,1,6,2,"14"
"191","040908","010","0","0","011",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"192","040908","011","0","0","010",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"193","041018","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"194","041027","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"195","041067","010","0","0","040",1,5,1,5,2,1,1,4,NA,NA,1,1,4,1,3,2,"14"
"196","041067","040","0","0","010",5,1,5,5,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"197","041170","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"198","041238","010","0","0","040",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"199","041238","040","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"200","041306","010","0","0","040",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"201","041306","040","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"14"
"202","041403","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"203","041855","030","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"204","041979","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"205","041979","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"206","042164","010","0","0","040",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"207","042164","040","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,"14"
"208","042281","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"209","042496","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"210","042496","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"211","042549","010","0","0",NA,1,1,1,1,1,1,1,4,5,NA,NA,NA,NA,1,6,2,"14"
"212","042568","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"213","042753","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"214","042753","020","0","0","010",5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"215","042887","030","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"216","043257","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"217","043372","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"14"
"218","043372","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"14"
"219","043525","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"220","043525","020","0","0","010",5,1,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"221","044336","020","0","0","030",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"14"
"222","044336","030","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"223","044363","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"224","044363","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"225","044390","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"226","044598","010","0","0","040",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"227","044598","040","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"228","044647","011","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"229","044695","020","0","0",NA,1,1,1,5,2,1,1,9,NA,9,NA,NA,NA,3,4,2,"14"
"230","044717","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"231","044748","020","0","0","030",5,5,5,1,2,1,1,6,NA,NA,NA,NA,NA,1,6,2,"14"
"232","044748","030","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"233","044754","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"234","045156","021","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"235","045175","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"236","045374","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"237","045397","040","1","1",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"238","045397","010","2","2",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"239","045397","041","5","5",NA,1,1,1,1,2,1,1,4,5,NA,1,1,4,1,3,2,"14"
"240","045630","010","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"241","045630","020","2","2","022",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"242","045630","022","2","2","020",5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"243","045630","021","5","5",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"244","047057","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"245","047074","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"246","047230","010","0","0","040",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"247","047230","040","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,1,1,1,1,3,2,"14"
"248","047458","040","1","1",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"249","047458","011","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"250","047604","020","0","0","030",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"251","047604","030","0","0","020",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"252","047718","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"253","047718","020","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"254","047855","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"255","047855","020","0","0","010",5,1,5,5,2,1,1,9,NA,NA,NA,NA,NA,1,3,2,"14"
"256","048404","040","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"257","048531","020","0","0","030",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"258","048531","030","0","0","020",5,1,5,5,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,"14"
"259","049053","020","0","0","030",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"260","049053","030","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"261","049661","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"262","050216","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"263","050223","010","0","0","020",1,5,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"264","050223","020","0","0","010",5,1,5,5,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"265","050473","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"266","050601","040","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"267","050788","020","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"268","050823","010","0","0","040",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"269","050823","040","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"270","050895","040","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"271","050945","010","7","7","040",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"272","050945","040","7","7","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"273","051479","010","0","0","020",5,5,5,5,2,NA,NA,NA,NA,NA,1,1,98,1,2,2,"14"
"274","051479","020","0","0","010",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"275","051911","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"276","052020","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"277","052020","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"278","052191","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"279","052413","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"280","052459","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"281","053087","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"282","053095","041","5","5","841",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"283","053536","010","0","0",NA,1,1,1,5,2,1,1,4,NA,4,NA,NA,NA,1,6,2,"14"
"284","053892","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"285","053901","030","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"286","054017","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"287","054387","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"288","054387","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"289","054772","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"290","054772","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"291","054795","010","1","1",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"292","055145","010","0","0","040",1,5,1,1,2,1,1,4,NA,NA,1,1,4,1,3,2,"14"
"293","056051","010","1","1",NA,1,1,1,5,2,1,1,3,NA,5,NA,NA,NA,1,2,2,"14"
"294","056092","010","0","0","020",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"295","056092","020","0","0","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"296","056138","010","0","0","040",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"297","056138","040","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"298","056469","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"299","056540","010","0","0","011",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"300","056540","011","0","0","010",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"301","057117","010","0","0","020",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"302","057117","020","0","0","010",1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"303","057339","010","1","1",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"304","057506","010","1","1",NA,1,1,1,5,2,1,1,4,5,NA,NA,NA,NA,1,2,2,"14"
"305","057506","040","2","2",NA,1,1,1,5,2,1,1,4,1,4,NA,NA,NA,1,2,2,"14"
"306","057541","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"307","057921","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"308","058508","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"309","058508","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"310","059007","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"311","059279","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"312","059625","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"313","059903","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,"14"
"314","060179","010","1","1","011",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"315","060179","011","1","1","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,"14"
"316","060691","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"317","061015","030","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"318","061084","010","0","0","020",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"319","061084","020","0","0","010",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"320","061213","040","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"321","061213","010","2","2","011",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"322","061213","011","2","2","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"323","062186","010","0","0",NA,1,1,1,5,2,1,1,1,NA,3,NA,NA,NA,2,6,2,"14"
"324","062295","010","0","0","020",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"325","062295","020","0","0","010",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"326","063243","040","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2,"14"
"327","063559","030","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"328","064609","010","1","1","011",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"329","064609","011","1","1","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"330","064609","040","2","2","043",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"331","064609","043","2","2","040",1,5,5,5,1,1,1,2,NA,NA,NA,NA,NA,1,6,2,"14"
"332","064722","020","0","0","030",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"333","064722","030","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"334","065116","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"335","065627","030","7","1","031",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"336","065627","031","7","5","030",3,3,3,5,2,1,1,4,5,NA,1,1,1,1,6,2,"14"
"337","071259","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"338","071259","020","0","0","010",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"339","071818","020","0","0",NA,1,1,1,5,2,1,1,5,NA,5,NA,NA,NA,2,3,2,"14"
"340","073093","010","0","0","040",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"341","073093","040","0","0","010",1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"342","073361","010","0","0","040",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"343","073361","040","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"344","073527","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"345","073625","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"346","073660","020","0","0",NA,1,1,1,1,2,1,1,1,NA,1,NA,NA,NA,1,3,2,"14"
"347","073853","010","0","0","040",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"348","073853","040","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"349","074297","010","0","0","040",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"350","074297","040","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"351","074477","010","0","0","040",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"352","074477","040","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"353","075409","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"354","075513","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"355","076404","040","0","0",NA,1,1,1,1,2,1,1,1,NA,1,NA,NA,NA,1,3,2,"14"
"356","076616","010","0","0","040",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"357","076616","040","0","0","010",1,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"358","077000","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"359","077047","020","0","0","021",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"360","077047","021","0","0","020",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"361","077751","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,"14"
"362","077751","020","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"363","077766","010","1","0",NA,1,1,1,5,2,1,1,4,5,NA,NA,NA,NA,1,2,2,"14"
"364","077921","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"365","077921","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"366","078310","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"367","078747","010","0","0","020",1,1,1,5,2,1,1,4,NA,NA,NA,NA,NA,1,2,2,"14"
"368","078747","020","0","0","010",5,5,5,5,2,1,1,4,NA,NA,NA,NA,NA,1,2,2,"14"
"369","079226","020","1","1","021",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"370","079226","021","1","1","020",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"371","079226","030","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"372","080115","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
