"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OW303","OW311","OW314","OW306","OW310","OW309","OW312","OW319","OW320","OW321","OW307","OVDATE","OVERSION","year"
"614","203327","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"615","203788","021","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"616","203857","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"617","203990","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"618","204639","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"14"
"619","204721","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,"14"
"620","204810","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"621","204810","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"622","205001","010","0","0","011",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"623","205001","011","0","0","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"624","205110","021","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"625","205229","020","0","0","021",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"626","205229","021","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"627","205312","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"628","205403","010","0","0","011",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"629","205403","011","0","0","010",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"630","205496","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"631","205677","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,"14"
"632","206684","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,"14"
"633","206917","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"634","207439","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"635","207603","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"636","207981","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"637","208233","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"638","210035","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"639","210035","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
