"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MY005","MY006","MY007","MY008","MY009","MY010","MY011","MY012","MY013","MY014","MY015","MY016","MY017","MY018","MY019","MY020","MY021","MY022","MY023","MY024","MY025","MY026","MY027","MY028","MY029","MY030","MY031","MY032","MY033","MY034","MY035","MY036","MY037","MY038","MY039","MY040","MY041","MY042","MY043","MY044","MY045","MY046","MY047","MY048","MY049","MY050","MY051","MY052","MY053","MY054","MY055","MY056","MY057","MY058","MY059","MY060","MY061","MY062","MY063","MY064","MY065","MY066","MY067","MY068","MY069","MY070","MY071","MY072","MY073","MY074","MY075","MY076","MY077","MY078","MY079","MY080","MY081","MVDATE","MVERSION","year"
"430","074477","040","0","0","010",1,1,5,281.774,62.045,345.824,535.467,NA,53.039,25.512,22.96,60.778,17.931,17.494,133.617,19.529,NA,NA,NA,NA,NA,NA,NA,12.579,55.415,15.368,44.224,63.249,82.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.737,13.585,16.618,NA,NA,NA,14.985,9.801,12.152,NA,NA,NA,NA,NA,NA,169.096,457.147,246.783,220.779,NA,2687.282,1086.517,NA,NA,38.086,NA,574.833,358.453,NA,NA,NA,82.976,NA,139.657,279.852,7693.651,7,5.1,"10"
"431","075409","010","0","0","040",1,1,1,429.707,51.329,611.153,727.504,NA,50.416,20.961,27.664,59.189,22.626,27.609,162.137,26.805,51.984,8.895,6.789,8.335,5.632,7.121,36.772,2.354,75.527,19.27,59.472,110.928,52.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.956,32.642,20.894,11.231,10.386,25.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.761,603.053,39.456,435.969,349.72,2.668,55.356,NA,NA,59.511,NA,829.55,396.451,894.525,24.214,NA,86.834,NA,171.768,79.688,5906.378,7,5.1,"10"
"432","075409","040","0","0","010",5,5,5,89.409,66.523,937.311,751.002,NA,54.348,21.548,17.351,78.747,28.273,11.969,177.763,25.916,112.647,10.304,9.761,13.216,8.659,5.322,47.262,2.608,38.803,32.858,53.995,74.893,80.222,29.783,21.377,24.668,NA,NA,NA,15.969,14.787,16.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.779,NA,56.746,411.407,NA,2.871,76.114,NA,NA,53.435,NA,672.352,140.118,NA,NA,NA,68.867,NA,377.645,73.148,3787.573,7,5.1,"10"
"433","075513","010","0","0","020",1,1,1,197.741,45.66,383.504,778.397,NA,40.357,21.556,31.377,42.059,18.402,41.594,184.255,62.242,52.685,8.408,7.012,6.28,7.759,7.387,36.846,3.552,53.028,18.651,39.922,54.588,53.677,36.281,54.97,47.493,NA,NA,NA,54.547,16.403,36.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.153,352.689,58.81,251.614,319.054,1.448,72.882,NA,NA,24.893,NA,738.857,329.29,719.986,49.287,NA,156.285,NA,279.179,80.24,4933.415,7,5.1,"10"
"434","075513","020","0","0","010",5,5,5,76.616,400.561,755.196,1325.24,NA,56.469,22.212,71.833,121.526,36.396,83.061,377.224,73.263,225.748,21.754,20.275,13.914,34.336,22.324,112.603,2.639,79.643,57.69,62.253,80.834,71.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.141,43.484,30.465,37.141,26.178,38.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.035,NA,115.719,556.949,NA,1.571,386.503,NA,NA,35.044,NA,1123.222,270.713,NA,NA,NA,81.532,NA,453.47,98.419,5721.897,8,5.1,"10"
"435","076218","040","0","0",NA,1,1,1,320.444,42.825,371.101,NA,49.343,199.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.732,32.13,261.726,107.717,2.153,52.641,NA,NA,33.942,NA,727.209,NA,412.333,23.538,187.262,93.522,NA,112.736,70.349,3379.884,7,5.1,"10"
"436","076404","040","0","0","010",1,1,1,193.435,32.704,457.932,476.405,NA,44.418,22.036,32.065,50.224,17.927,20.67,125.299,16.379,NA,NA,NA,NA,NA,NA,NA,4.831,55.577,20.099,48.234,76.019,45.348,27.245,29.735,9.09,1.297,1.99,1.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.16,235.518,20.544,270.303,149.786,1503.866,1076.478,NA,NA,36.194,NA,382.854,285.831,444.662,54.179,NA,143.787,NA,384.764,150.741,6611.464,7,5.1,"10"
"437","076616","010","0","0","040",1,5,1,208.698,96.569,460.896,946.889,NA,48.298,23.474,16.661,48.768,16.243,29.598,141.858,20.719,68.383,13.632,15.193,39.992,32.877,49.893,151.587,3.009,90.545,24.211,65.405,84.861,67.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.001,24.326,18.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.626,53.114,50.451,318.213,NA,40.114,281.061,112.226,1991.473,94.522,NA,NA,32.565,NA,744.289,327.119,836.733,87.825,NA,188.982,81.334,298.2,155.965,7282.546,7,5.1,"10"
"438","076616","040","0","0","010",5,1,5,118.137,61.148,549.73,965.452,NA,49.165,22.206,35.901,95.223,17.151,25.684,185.688,29.574,72.205,13.175,11.896,14.317,22.956,29.977,92.321,3.219,58.696,15.629,58.376,80.046,72.649,22.309,20.408,40.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.494,58.783,107.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.005,400.86,415.387,321.98,NA,2076.479,101.524,NA,NA,27.96,NA,739.04,296.065,NA,NA,NA,116.391,NA,349.459,136.796,7420.24,7,5.1,"10"
"439","077000","010","0","0",NA,1,1,1,294.131,188.764,781.402,919.388,NA,68.408,23.609,48.065,64.586,22.675,46.647,219.713,64.872,100.656,6.486,7.475,16.895,10.539,11.639,53.034,2.057,60.029,19.203,61.293,83.024,75.521,57.864,44.502,37.056,12.419,13.879,19.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.793,449.59,2.479,397.492,423.386,2.074,1347.245,NA,NA,258.437,NA,1042.072,360.262,870.54,247.263,NA,158.802,141.844,317.972,161.313,8377.527,7,5.1,"10"
"440","077047","020","0","0","021",1,1,1,366.199,63.705,473.859,788.399,NA,47.427,21.414,44.305,61.954,16.719,48.078,182.407,36.382,56.689,5.709,8.833,9.168,15.852,12.172,51.734,1.771,75.639,16.926,61.262,91.253,55.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.796,21.083,27.841,NA,NA,NA,NA,NA,NA,20.43,26.781,34.341,NA,NA,NA,215.76,467.914,403.704,243.058,238.119,1.056,108.628,NA,NA,64.858,NA,667.41,328.223,591.493,19.835,NA,19.94,NA,198.529,72.083,5122.086,7,5.1,"10"
"441","077047","021","0","0","020",5,5,5,46.414,71.166,392.953,653.939,NA,85.455,21.296,14.287,46.424,14.878,24.86,119.725,15.195,NA,NA,NA,NA,NA,NA,NA,2.564,53.152,16.611,63.779,87.693,57.467,16.645,30.738,85.133,NA,NA,NA,NA,NA,NA,38.593,18.248,22.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.767,NA,369.322,206.501,NA,1.016,1796.539,NA,NA,35.52,NA,409.936,327.055,NA,NA,NA,56.229,NA,152.343,72.124,4594.45,7,5.1,"10"
"442","077751","010","0","0","020",1,1,1,528.211,102.938,821.936,1620.735,NA,115.376,45.117,44.824,248.048,50.568,30.129,449.237,60.93,168.576,11.708,6.794,18.492,20.167,31.487,88.648,4.033,56.264,59.562,67.104,92.333,101.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.208,96.334,69.058,NA,NA,NA,83.913,77.811,52.19,NA,NA,NA,NA,NA,NA,556.327,752.302,57.934,527.669,284.574,1.225,94.36,NA,NA,75.92,NA,1206.686,738.736,1246.723,80.246,NA,97.907,NA,498.256,125.097,8867.483,7,5.1,"10"
"443","077751","020","0","0","010",5,5,5,119.064,73.431,1046.855,NA,1060.266,694.853,27.09,32.127,152.164,92.337,67.293,354.925,NA,136.187,9.389,16.686,22.053,28.945,14.102,91.175,1.893,55.793,40.623,31.611,63.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.104,1021.629,NA,1.834,117.004,NA,NA,91.455,NA,1310.103,NA,NA,NA,NA,185.599,NA,273.01,95.864,6226.435,7,5.1,"10"
"444","077766","010","0","0","011",1,1,1,677.979,96.856,438.169,878.924,NA,48.689,21.442,40.625,48.702,25.406,54.956,185.277,27.073,99.607,6.573,5.715,10.571,17.233,25.167,65.259,22.276,117.545,27.876,61.64,77.514,109.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.586,1.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.69,372.025,86.804,301.88,255.864,256.846,481.468,NA,NA,39.037,NA,570.14,392.875,876.875,67.792,NA,21.247,NA,301.513,265.334,6705.08,7,5.1,"10"
"445","077921","010","0","0","020",5,1,5,252.941,41.915,535.601,613.405,NA,46.015,21.164,29.537,38.156,16.804,19.367,115.518,18.107,41.699,5.312,4.773,9.258,5.485,18.041,42.869,2.122,44.373,21.481,61.049,82.082,72.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.028,19.771,20.936,NA,NA,NA,11.292,9.108,23.92,NA,NA,NA,NA,NA,NA,188.026,163.515,14.481,311.437,NA,1981.87,46.674,NA,NA,37.817,NA,754.966,283.77,NA,NA,NA,38.26,NA,286.152,208.804,5836.801,7,5.1,"10"
"446","077921","020","0","0","010",1,5,1,134.122,37.488,490.031,1078.801,NA,46.699,21.228,28.715,55.9,24.634,41.118,187.587,42.932,69.959,5.488,8.283,14.327,19.304,12.199,59.601,1.793,70.748,21.203,61.577,96.383,72.013,28.684,78.359,146.99,NA,NA,NA,NA,NA,NA,54.287,67.314,48.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.088,NA,35.39,316.641,440.822,1628.439,1406.016,NA,NA,52.751,NA,872.046,339.355,1127.364,113.815,NA,226.273,195.284,416.011,228.796,9414.825,7,5.1,"10"
"447","078310","010","0","0",NA,1,1,1,440.354,60.969,546.866,811.753,NA,56.368,21.392,23.015,111.848,24.863,36.942,225.51,27.788,69.35,20.146,7.665,7.775,12.16,10.724,58.47,1.636,95.849,21.345,40.8,63.962,72.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.595,25.358,18.579,NA,NA,NA,14.3,15.132,11.954,NA,NA,NA,NA,NA,NA,196.201,468.544,73.249,351.522,142.701,92.256,66.253,NA,NA,28.914,NA,609.482,397.508,694.613,66.888,NA,103.026,NA,482.879,206.344,5687.341,7,5.1,"10"
"448","078747","010","0","0","020",1,1,1,328.748,60.481,760.144,965.978,NA,49.348,21.387,28.853,77.946,21.137,41.859,181.157,18.46,72.527,9.942,7.234,51.721,10.904,13.632,93.433,1.591,61.115,19.522,59.192,79.627,71.415,28.42,74.676,77.22,NA,NA,NA,NA,NA,NA,42.587,22.099,60.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.94,444.835,22.663,399.373,48.248,267.902,108.283,NA,NA,28.261,NA,867.641,267.997,479.034,111.233,NA,78.028,64.387,326.411,162.244,5809.205,5,5.1,"10"
"449","078747","020","0","0","010",5,5,5,90.203,42.331,460.16,NA,8.263,183.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.701,257.506,NA,1.829,56.66,NA,NA,50.368,NA,678.166,NA,NA,NA,NA,58.142,NA,213.588,161.623,2583.293,7,5.1,"10"
"450","079226","020","1","1","021",1,1,1,489.714,55.149,656.969,766.265,NA,55.664,22.344,28.564,71.732,20.762,29.412,173.018,27.883,63.436,10.944,5.991,8.192,12.162,14.868,52.157,1.865,54.679,21.501,42.908,63.521,70.714,32.859,40.45,33.94,35.319,16.796,20.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.017,747.311,30.883,276.416,118.546,2.038,104.712,NA,NA,28.538,NA,632.709,336.102,521.279,61.854,NA,145.864,32.981,80.774,72.481,5193.427,7,5.1,"10"
"451","079226","021","1","1","020",5,5,5,85.964,62.976,888.954,859.913,NA,57.117,21.152,19.899,75.787,21.566,45.54,198.105,30.929,82.374,8.285,13.434,11.517,6.823,18.83,58.889,2.47,76.755,21.85,50.721,75.436,69.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.387,29.434,28.096,15.89,13.691,63.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.716,NA,29.226,410.614,NA,1.656,308.992,NA,NA,77.242,NA,1156.356,439.475,NA,NA,NA,144.391,NA,270.374,74.068,4814.968,7,5.1,"10"
"452","079226","030","2","2",NA,1,1,1,276.685,145.609,714.905,970.442,NA,54.467,21.76,35.352,94.47,22.471,50.573,221.761,32.07,75.546,10.527,9.074,11.054,6.172,19.772,56.599,2.689,146.802,19.609,37.352,60.871,63.124,32.352,39.339,44.196,NA,NA,NA,34.509,19.229,61.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.595,263.219,277.962,403.76,358.89,2.493,556.005,NA,NA,41.459,NA,740.297,399.002,736.884,26.863,NA,58.73,NA,7.907,65.286,6257.812,7,5.1,"10"
"453","080115","010","0","0","020",5,5,1,77.045,60.201,677.218,1260.636,NA,50.312,22.088,42.627,126.299,19.952,40.572,241.238,34.159,110.87,10.2,11.751,11.01,16.815,13.445,63.221,2.234,69.947,16.043,60.821,94.581,94.913,170.363,80.248,86.987,NA,NA,NA,NA,NA,NA,42.991,42.007,46.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.518,NA,176.146,356.18,173.301,2.158,78.361,NA,NA,38.783,NA,763.93,375.345,640.47,37.083,NA,107.441,27.833,253.818,79.17,5189.159,7,5.1,"10"
"454","080115","020","0","0","010",1,1,5,209.049,67.011,592.429,925.803,NA,50.662,22.023,33.437,69.037,25.005,40.52,183.094,27.039,61.96,9.018,6.241,13.254,7.761,18.51,54.784,2.652,132.222,19.493,60.967,80.745,53.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.589,16.699,26.621,NA,NA,NA,77.699,56.243,46.445,NA,NA,NA,NA,NA,NA,304.224,374.467,40.268,327.909,NA,1.732,231.702,NA,NA,68.269,NA,775.523,317.989,NA,NA,NA,124.106,NA,328.979,60.63,4448.545,7,5.1,"10"
"455","080667","010","0","0","020",5,5,1,110.964,57.866,467.384,769.085,NA,53.731,21.718,24.783,83.924,20.445,25.953,184.75,36.556,74.147,18.232,5.606,10.488,6.432,36.256,77.014,3.918,107.747,16.538,59.265,77.238,57.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.829,13.416,12.81,10.728,10.434,14.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.039,NA,19.305,290.03,158.385,1.833,101.212,NA,NA,30.479,NA,877.675,371.763,885.036,30.876,NA,180.174,NA,143.226,62.343,4561.043,7,5.1,"10"
"456","080667","020","0","0","010",1,1,5,251.046,50.725,448.996,774.621,NA,50.16,21.789,39.567,64.191,21.454,31.329,207.686,68.778,60.837,6.916,6.494,5.493,4.498,8.184,31.585,3.156,55.133,19.436,62.309,75.615,48.476,26.895,44.099,41.838,NA,NA,NA,19.695,16.012,32.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.093,314.833,26.339,292.426,NA,1.638,1178.168,NA,NA,32.455,NA,691.121,279.367,NA,NA,NA,75.859,NA,213.817,76.788,4713.287,7,5.1,"10"
"457","080860","020","0","0","021",1,1,1,257.611,64.981,626.283,804.297,NA,50.053,22.497,17.727,98.34,22.945,27.597,192.572,21.142,60.959,11.895,18.276,11.572,10.054,13.334,65.131,1.855,47.22,20.513,64.971,86.192,65.845,60.299,41.35,18.201,NA,NA,NA,31.411,13.364,29.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.091,500.159,59.363,237.613,194.431,1.264,408.363,NA,NA,36.402,NA,679.521,318.521,508.86,117.147,NA,66.979,NA,265.871,103.845,5257.631,4,5.1,"10"
"458","081051","010","0","0",NA,1,1,1,517.178,168.667,1024.253,1050.265,NA,68.039,22.555,38.949,125.17,27.033,137.855,343.52,26.834,133.145,19.276,9.197,16.501,13.548,15.815,74.337,6.333,92.103,22.324,62.814,83.121,77.756,110.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.163,604.743,23.022,525.552,303.849,2.323,590.575,NA,NA,65.155,NA,985.016,320.128,1182.622,60.433,NA,87.442,NA,257.267,65.899,7840.871,7,5.1,"10"
"459","081059","010","0","0","020",5,5,1,132.455,64.744,934.23,830.832,NA,58.156,23.296,32.335,57.244,21.247,23.991,151.258,29.393,69.938,9.247,6.979,17.373,17.07,18.518,69.187,2.743,91.685,16.93,38.311,60.6,62.13,30.853,31.733,47.58,NA,NA,NA,NA,NA,NA,36.077,26.922,36.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.634,NA,29.328,360.772,326.721,2.054,81.775,NA,NA,73.906,NA,987.633,300.727,1226.911,73.796,NA,174.4,NA,263.619,97.915,5968.408,7,5.1,"10"
"460","081059","020","0","0","010",1,1,5,335.962,99.216,647.264,895.112,NA,58.533,22.26,27.151,73.877,20.67,32.535,181.544,26.951,69.894,8.703,8.049,10.401,19.042,16.37,62.565,2.716,87.249,24.48,59.251,78.091,54.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.357,19.846,13.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.658,68.213,51.564,305.109,467.989,26.061,286.698,NA,1.671,407.166,NA,NA,86.886,NA,986.252,343.095,NA,NA,NA,187.301,NA,254.964,89.766,5121.539,7,5.1,"10"
"461","081089","010","0","0","040",5,1,1,318.705,71.83,896.55,1033.189,NA,79.23,21.574,22.23,66.234,20.713,37.002,176.485,27.021,56.861,8.425,8.357,19.859,15.985,21.894,74.52,3.25,60.792,23.149,62.666,91.387,100.546,38.617,36.357,34.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.666,35.749,138.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.86,607.427,251.538,400.556,233.426,2.059,1869.943,NA,NA,64.739,NA,717.127,317.955,1140.778,111.072,NA,68.46,148.857,296.519,64.672,8623.798,7,5.1,"10"
"462","081089","040","0","0","010",1,5,5,319.359,90.844,635.795,722.679,NA,71.652,21.663,25.466,54.095,23.532,53.804,185.039,26.651,63.119,13.031,6.69,17.546,19.323,13.367,69.957,2.485,58.667,24.655,46.212,63.686,61.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.07,17.619,19.506,12.114,8.988,18.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.945,NA,54.34,253.777,NA,1.651,94.404,NA,NA,29.873,NA,969.773,256.289,NA,NA,NA,127.848,NA,275.713,78.635,3916.538,7,5.1,"10"
"463","081297","010","0","0","020",5,1,1,171.338,51.966,757.806,727.681,NA,62.416,24.617,17.777,73.89,18.786,43.849,183.287,21.408,55.816,7.48,4.758,5.363,9.829,9.592,37.022,1.756,70.84,24.162,28.379,43.118,168.785,25.718,34.038,2.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.032,266.585,25.006,320.906,309.061,1.422,58.394,NA,NA,72.718,NA,575.637,358.611,696.311,124.141,NA,45.123,NA,154.464,93.857,4815.994,7,5.1,"10"
"464","081297","020","0","0","010",1,5,5,202.878,86.06,651.62,904.273,NA,84.685,22.479,20.02,58.731,23.18,31.606,171.596,38.088,59.401,6.738,4.76,7.264,6.707,4.963,30.432,1.391,60.312,18.908,31.136,55.759,127.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.965,31.868,34.144,NA,NA,NA,NA,NA,NA,24.163,58.617,79.446,NA,NA,NA,398.198,NA,39.654,316.893,NA,1.299,178.647,NA,NA,27.925,NA,706.689,255.174,NA,NA,NA,53.302,NA,225.918,72.784,3726.38,7,5.1,"10"
"465","081518","010","0","0",NA,1,1,1,258.054,124.469,688.446,1142.332,NA,74.734,22.642,18.065,70.066,42.077,243.728,419.995,22.642,112.993,20.086,17.466,16.193,29.814,11.668,95.227,10.442,55.751,37.541,42.057,65.01,72.914,63.164,50.681,25.463,18.144,18.293,18.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.473,508.191,38.65,463.839,147.414,2522.321,1140.751,NA,NA,105.396,NA,1149.892,593.615,511.899,41.484,NA,251.201,NA,129.085,261.345,10917.558,7,5.1,"10"
"466","081851","031","1","1","831",1,1,1,626.446,36.228,511.218,764.373,NA,56.483,21.493,29.99,50.786,33.4,33.074,163.083,27.498,NA,NA,NA,NA,NA,NA,NA,2.721,52.045,16.633,64.312,122.693,64.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.161,16.917,19.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.558,47.021,46.439,315.865,818.596,24.452,286.362,238.187,1.667,2306.437,NA,NA,105.873,NA,442.513,385.183,719.022,161.275,NA,154.04,NA,251.314,76.896,7919.266,7,5.1,"10"
"467","081869","010","0","0","020",5,5,1,101.736,159.995,2243.665,785.582,NA,38.5,23.8,13.872,413.543,18.915,20.637,497.737,23.471,42.376,6.763,4.137,12.157,7.76,6.281,37.098,1.287,45.13,17.882,63.633,78.289,7.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.493,NA,54.748,732.559,261.768,20.02,86.242,NA,NA,27.046,NA,1338.689,236.573,1510.528,125.147,NA,33.333,177.139,60.325,94.336,8058.642,7,5.1,"10"
"468","081869","020","0","0","010",1,1,5,163.204,54.798,754.141,866.725,NA,49.125,23.304,54.59,72.857,23.594,39.006,203.732,43.639,72.067,5.602,4.381,35.33,6.439,6.486,58.238,1.498,89.1,23.354,61.334,77.132,66.965,71.424,71.279,28.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.939,284.294,39.197,333.285,NA,1655.718,68.391,NA,NA,76.112,NA,710.358,289.282,NA,NA,NA,37.768,NA,452.059,409.026,6584.111,7,5.1,"10"
"469","081933","010","0","0","020",5,5,1,159.529,85.287,1115.486,796.122,NA,50.509,21.506,21.113,75.2,21.315,39.94,183.24,21.443,67.005,17.945,29.637,24.811,13.486,28.328,114.207,1.935,63.112,23.419,63.219,81.571,53.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.111,25.905,22.949,13.646,16.324,25.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.924,NA,32.274,608.509,429.498,2735.433,78.949,NA,NA,36.802,NA,886.567,431.335,717.769,83.871,NA,141.862,40.66,87.549,302.614,9195.388,7,5.1,"10"
"470","081933","020","0","0","010",1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"471","082397","020","0","0","030",5,5,5,98.532,63.9,451.524,736.194,NA,54.686,21.401,19.699,48.632,18.801,43.173,154.252,21.908,57.114,6.38,4.974,6.222,6.167,10.803,34.546,3.936,90.861,20.329,22.962,38.138,46.129,26.674,28.927,34.526,NA,NA,NA,NA,NA,NA,26.471,46.181,52.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.561,NA,29.188,246.433,NA,1.676,568.72,NA,NA,47.376,NA,661.126,260.035,NA,NA,NA,61.88,NA,177.892,53.089,3462.069,7,5.1,"10"
"472","082397","030","0","0","020",1,1,1,360.659,55.538,464.865,775.484,NA,45.726,21.688,28.124,52.972,16.536,72.528,205.492,40.281,67.907,6.323,5.216,9.319,4.407,14.264,39.529,1.711,38.48,19.532,38.693,56.253,47.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.551,42.231,35.354,14.431,66.812,29.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.574,555.786,22.772,214.933,134.895,1.816,428.81,NA,NA,33.946,NA,563.293,280.018,756.27,181.612,NA,43.245,NA,244.765,57.025,5182.23,7,5.1,"10"
"473","082562","010","0","0","011",5,1,1,198.338,101.071,997.144,3203.735,NA,59.421,27.294,1428.186,891.761,24.263,27.376,996.081,23.34,100.204,13.013,13.572,11.651,26.295,19.977,84.508,5.948,106.79,27.363,50.66,85.728,88.148,23.586,45.19,61.741,NA,NA,NA,NA,NA,NA,35.252,24.276,31.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.575,532.854,35.806,622.175,528.204,2.444,74.531,NA,NA,62.143,NA,1234.744,619.738,881.721,71.286,NA,150.405,NA,340.753,111.021,9772.658,7,5.1,"10"
