"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NP155","NP156","NP002","NP166","NP170","NP168","NP005","NP006","NP059","NP007","NP009","NP014","NP015","NP016","NP017","NP123","NP018","NP181","NP182","NP020","NP028","NP102","NP029","NP157","NP107","NP175","NP176","NP177","NP178","NP032","NP110","NP179","NP111","NP112","NP183","NP047","NP113","NP149","NP150","NP180","NP097","NP041","NP042","NP043","NP044","NP185","NP056","NVDATE","NVERSION","year"
"41","015833","020","0","0","010",1,1,5,13,4,1,NA,NA,NA,50,10,5,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,5,NA,10,998,10,998,NA,998,NA,998,998,NA,1,NA,NA,3,NA,3,NA,NA,3,1,4,2,"12"
"42","015836","010","0","0","020",5,1,1,15,2,1,80,2,0,100,60,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,100,NA,100,0,0,100,NA,0,NA,100,20,NA,2,0,60,2,NA,2,NA,1,3,1,4,2,"12"
"43","015836","020","0","0","010",1,5,5,13,1,1,NA,NA,NA,50,60,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,40,100,NA,100,40,80,80,NA,80,NA,70,998,NA,1,NA,NA,3,NA,1,1,NA,1,1,4,2,"12"
"44","015893","010","0","0","020",1,5,1,15,0,1,10,2,15,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,100,NA,0,NA,0,100,NA,60,NA,100,100,NA,2,0,NA,1,NA,1,1,NA,3,1,4,2,"12"
"45","015893","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,90,75,70,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,50,NA,50,50,0,90,NA,25,NA,75,75,NA,2,20,10,1,NA,3,NA,NA,3,1,4,2,"12"
"46","016116","010","0","0","020",1,5,1,15,0,1,50,1,10,50,0,NA,NA,1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,40,10,NA,10,10,0,90,NA,80,NA,90,50,2,1,NA,NA,2,NA,1,1,NA,3,1,3,2,"12"
"47","016116","020","0","0","010",5,1,5,10,0,1,NA,NA,NA,0,NA,NA,80,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,0,0,NA,NA,0,0,NA,NA,NA,0,50,2,1,NA,NA,3,NA,1,1,NA,1,1,4,2,"12"
"48","016650","020","0","0","030",5,1,5,13,0,1,NA,NA,NA,70,90,90,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,100,NA,10,10,10,50,2,30,NA,50,50,2,1,NA,NA,2,NA,3,NA,NA,3,1,3,2,"12"
"49","016650","030","0","0","020",1,5,1,15,0,1,40,1,20,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,20,NA,0,NA,50,100,NA,20,NA,20,70,NA,2,70,20,1,NA,2,NA,5,3,1,3,2,"12"
"50","016996","020","0","0",NA,1,1,1,16,0,1,50,2,50,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,100,NA,75,0,30,80,NA,75,NA,100,30,NA,2,30,50,3,NA,1,5,NA,2,1,1,2,"12"
"51","017041","010","0","0",NA,1,1,1,15,3,1,0,1,10,20,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,100,NA,0,NA,0,50,2,0,NA,998,20,NA,2,998,NA,2,NA,1,8,NA,3,1,1,2,"12"
"52","017209","010","0","0","011",5,1,1,17,3,1,50,1,50,0,NA,NA,0,1,50,50,NA,NA,NA,NA,NA,NA,30,NA,NA,999,NA,50,100,NA,100,998,999,50,2,100,NA,100,100,NA,2,20,NA,3,NA,1,5,NA,2,1,4,2,"12"
"53","017209","011","0","0","010",1,5,5,10,2,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,999,NA,999,NA,NA,0,80,NA,NA,NA,100,NA,NA,NA,100,100,NA,2,50,NA,3,3,1,1,NA,1,1,4,2,"12"
"54","017383","010","1","1","012",1,1,1,16,0,1,0,1,0,100,20,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,10,50,NA,20,0,25,80,NA,10,NA,80,50,1,2,20,20,3,NA,1,5,NA,3,1,2,2,"12"
"55","017383","012","1","1","010",5,5,5,13,0,1,NA,NA,NA,100,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,100,NA,100,75,NA,75,NA,75,NA,75,60,NA,2,50,40,3,3,9,NA,NA,3,1,2,2,"12"
"56","017952","010","0","0","040",5,5,1,16,0,1,0,1,0,100,100,80,NA,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,20,75,NA,20,0,0,100,NA,100,NA,100,50,2,1,NA,NA,2,NA,2,NA,1,3,1,3,2,"12"
"57","017952","040","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,90,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,60,70,NA,50,60,60,80,NA,80,NA,90,20,NA,2,10,80,3,NA,2,NA,1,3,1,3,2,"12"
"58","018155","020","0","0","030",1,1,1,15,0,1,40,2,50,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,20,80,NA,30,20,70,80,NA,90,NA,95,50,1,2,20,40,3,NA,2,NA,1,2,1,4,2,"12"
"59","018155","030","0","0","020",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"60","018175","020","0","0","030",5,5,5,13,1,1,NA,NA,NA,100,100,0,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,80,NA,10,0,30,100,NA,60,NA,100,998,NA,1,NA,NA,2,NA,1,5,NA,2,1,3,2,"12"
"61","018175","030","0","0","020",1,1,1,17,0,1,0,1,0,100,100,0,NA,1,0,0,NA,NA,NA,NA,100,0,NA,NA,NA,0,NA,0,50,NA,25,0,0,100,NA,100,NA,100,50,1,2,20,20,2,NA,2,NA,5,2,1,3,2,"12"
"62","018245","010","0","0","020",1,1,1,12,1,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,40,NA,25,10,0,50,2,50,NA,998,998,NA,1,NA,NA,3,NA,3,NA,NA,3,1,3,2,"12"
"63","018245","020","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"64","018435","040","1","1","042",1,1,5,12,0,1,NA,NA,NA,100,100,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,80,NA,NA,0,100,NA,NA,NA,100,NA,90,NA,100,100,NA,2,70,NA,2,1,3,NA,NA,2,1,3,2,"12"
"65","018435","042","1","1","040",5,5,1,15,0,1,80,1,10,10,10,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,50,NA,NA,80,NA,75,5,NA,90,NA,90,NA,75,75,NA,2,5,5,1,5,2,NA,5,2,1,3,2,"12"
"66","018525","020","0","0","030",1,1,5,13,0,1,NA,NA,NA,70,20,20,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,50,1,70,50,NA,20,20,20,50,2,40,NA,40,50,2,1,NA,NA,3,NA,3,NA,NA,2,1,3,2,"12"
"67","018525","030","0","0","020",5,5,1,17,0,1,50,1,10,99,10,0,NA,1,60,2,NA,NA,NA,NA,20,10,NA,NA,NA,4,NA,40,10,NA,15,15,5,90,NA,NA,20,90,60,NA,2,10,10,2,NA,2,NA,5,2,1,3,2,"12"
"68","018776","010","0","0","040",1,1,1,16,0,1,75,2,40,90,100,50,NA,1,10,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,50,60,NA,40,25,60,90,NA,75,NA,75,50,2,1,NA,NA,1,NA,3,NA,NA,3,1,4,2,"12"
"69","018776","040","0","0","010",5,5,5,14,1,1,NA,NA,NA,80,80,20,NA,1,NA,NA,30,NA,NA,NA,20,0,NA,NA,NA,80,NA,80,50,NA,50,20,10,20,NA,998,NA,50,20,NA,2,25,30,3,NA,2,NA,1,2,1,4,2,"12"
"70","018782","010","0","0","040",5,5,1,17,0,1,50,1,20,100,80,20,NA,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,10,NA,10,10,40,95,NA,80,NA,100,60,NA,2,20,30,1,NA,3,NA,NA,2,1,4,2,"12"
"71","018782","040","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,90,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,20,NA,5,5,50,80,NA,50,NA,90,60,NA,2,10,30,2,NA,2,NA,5,2,1,4,2,"12"
"72","019535","020","0","0","030",5,1,5,10,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,0,NA,0,0,NA,NA,NA,0,0,NA,2,NA,0,1,NA,2,NA,1,3,1,3,2,"12"
"73","019535","030","0","0","020",1,5,1,16,0,1,40,1,60,50,5,0,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,50,60,NA,30,5,10,60,NA,60,NA,60,40,NA,2,40,60,3,NA,3,NA,NA,3,1,3,2,"12"
"74","019629","020","0","0","030",5,1,5,14,0,1,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,80,NA,40,0,0,80,NA,80,NA,80,30,NA,2,0,40,3,NA,3,NA,NA,3,1,3,2,"12"
"75","019629","030","0","0","020",1,5,1,15,0,1,50,2,0,80,20,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,40,60,NA,20,10,20,80,NA,50,NA,80,60,NA,2,20,50,2,NA,3,NA,NA,3,1,3,2,"12"
"76","019950","010","0","0",NA,1,1,1,16,0,1,80,1,20,90,90,5,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,100,NA,100,0,0,40,NA,40,NA,50,30,NA,2,20,20,3,NA,1,1,NA,2,1,4,2,"12"
"77","020155","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"78","020315","020","0","0","030",1,1,5,13,0,1,NA,NA,NA,100,80,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,70,NA,80,80,30,80,NA,50,NA,60,50,2,1,NA,NA,3,NA,1,5,NA,2,1,3,2,"12"
"79","020315","030","0","0","020",5,5,1,16,0,1,0,1,50,100,100,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,40,100,NA,80,30,20,50,1,40,NA,80,70,NA,2,70,50,2,NA,1,5,NA,3,1,4,2,"12"
"80","020455","020","0","0",NA,1,1,1,14,0,1,10,1,5,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,20,NA,0,NA,0,80,NA,80,NA,80,15,NA,2,10,20,3,NA,3,NA,NA,2,1,1,2,"12"
"81","020862","010","0","0",NA,1,1,1,15,2,1,20,2,0,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,100,NA,100,0,0,100,NA,50,NA,100,0,NA,2,NA,0,2,NA,3,NA,NA,3,1,2,2,"12"
"82","021003","010","0","0","020",5,1,1,14,0,1,0,1,0,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,8,50,10,NA,0,NA,0,50,8,10,NA,10,50,8,1,NA,NA,2,NA,3,NA,NA,3,1,4,2,"12"
"83","021003","020","0","0","010",1,5,5,12,1,1,NA,NA,NA,998,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,65,1,NA,1,1,0,30,NA,20,NA,25,60,NA,2,20,10,2,NA,3,NA,NA,8,1,4,2,"12"
"84","021166","010","0","0","020",1,1,1,15,0,1,20,2,50,0,NA,NA,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,50,NA,50,50,50,80,NA,80,NA,50,100,NA,2,50,NA,3,NA,1,5,NA,2,1,4,2,"12"
"85","021166","020","0","0","010",5,5,5,11,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0,0,0,NA,NA,0,80,NA,0,NA,0,50,2,1,NA,NA,3,NA,1,5,NA,2,1,4,2,"12"
"86","021242","040","0","0",NA,1,1,1,14,0,1,60,1,50,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,40,NA,NA,30,NA,30,0,NA,50,2,40,NA,60,40,NA,2,40,60,3,2,1,1,NA,1,1,1,2,"12"
"87","021268","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,0,NA,NA,5,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,4,4,2,80,NA,50,NA,50,40,NA,2,40,40,3,NA,1,1,NA,1,1,4,2,"12"
"88","021587","010","0","0","040",1,1,1,16,0,1,20,1,2,100,80,70,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,20,20,NA,10,10,40,90,NA,90,NA,60,60,NA,2,10,80,2,NA,NA,NA,NA,3,1,4,2,"12"
"89","021587","040","0","0","010",5,5,5,13,0,1,NA,NA,NA,100,100,60,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,8,70,0,0,NA,NA,0,100,NA,80,NA,80,100,NA,2,60,NA,2,NA,NA,NA,NA,3,1,4,2,"12"
"90","021873","010","0","0",NA,1,1,1,13,4,1,20,2,10,0,NA,NA,998,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,0,0,NA,NA,0,998,NA,998,NA,10,998,NA,1,NA,NA,3,NA,3,NA,NA,8,1,3,2,"12"
"91","021928","010","0","0","020",1,5,1,15,0,1,10,1,0,95,90,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,25,10,NA,10,10,10,5,NA,5,NA,50,50,1,2,10,50,2,NA,2,NA,5,3,1,3,2,"12"
"92","021928","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,100,100,80,NA,1,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,60,90,NA,90,50,20,50,2,80,NA,40,50,1,2,40,20,2,NA,3,NA,NA,3,1,2,2,"12"
"93","022566","010","0","0",NA,1,1,1,12,4,1,0,1,0,998,NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,50,30,NA,0,NA,0,998,NA,998,NA,998,998,NA,1,NA,NA,2,NA,3,NA,NA,8,1,4,2,"12"
"94","022589","010","0","0","040",1,5,1,13,0,1,50,2,50,80,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,0,50,NA,NA,50,50,2,50,NA,50,50,2,1,NA,NA,3,NA,1,5,NA,2,2,3,2,"12"
"95","022589","040","0","0","010",5,1,5,11,0,1,NA,NA,NA,0,NA,NA,5,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,50,0,50,NA,NA,0,60,NA,70,NA,70,0,NA,2,NA,0,3,NA,1,1,NA,3,1,3,2,"12"
"96","022602","040","0","0","041",1,1,1,15,2,1,50,2,60,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,70,25,NA,998,NA,20,70,NA,40,NA,40,20,NA,2,50,50,3,NA,2,NA,1,2,2,2,2,"12"
"97","022602","041","0","0","040",5,5,5,14,0,1,NA,NA,NA,60,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,20,NA,10,5,50,80,NA,60,NA,70,50,1,2,50,20,3,NA,1,1,NA,1,2,2,2,"12"
"98","023212","010","0","0","020",1,1,1,16,0,1,50,2,50,100,80,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,20,30,NA,30,10,50,75,NA,80,NA,0,40,NA,2,20,70,2,NA,1,5,NA,2,1,2,2,"12"
"99","023212","020","0","0","010",5,5,5,13,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,20,70,NA,20,20,50,100,NA,0,NA,100,100,NA,2,100,NA,1,NA,3,NA,NA,2,1,2,2,"12"
"100","023425","010","0","0","020",1,1,1,16,0,1,30,2,10,100,85,40,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,5,50,NA,50,10,10,70,NA,90,NA,80,75,NA,2,15,15,2,NA,3,NA,NA,3,1,1,2,"12"
"101","023425","020","0","0","010",5,5,5,14,0,1,NA,NA,NA,100,90,30,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,10,100,NA,100,80,10,50,2,50,NA,50,50,1,2,10,0,3,NA,3,NA,NA,3,3,1,2,"12"
"102","023597","010","0","0","020",1,5,1,14,0,1,50,1,20,100,30,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,70,100,NA,100,0,20,100,NA,NA,NA,100,0,NA,2,NA,50,2,NA,2,NA,5,3,1,1,2,"12"
"103","023597","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,80,50,25,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,90,NA,90,0,25,80,NA,80,NA,80,40,NA,2,30,60,2,NA,2,NA,1,2,1,1,2,"12"
"104","023605","020","0","0","030",5,5,5,14,3,1,NA,NA,NA,100,100,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,0,0,NA,NA,998,50,1,0,NA,50,50,1,2,10,0,2,NA,2,NA,5,3,1,3,2,"12"
"105","023605","030","0","0","020",1,1,1,16,0,1,80,1,0,100,100,0,NA,1,NA,NA,50,NA,NA,NA,50,0,NA,NA,NA,80,NA,80,50,NA,10,0,50,50,2,0,NA,50,70,NA,2,50,50,3,NA,2,NA,5,3,1,3,2,"12"
"106","023677","010","0","0","011",5,1,1,16,0,1,20,2,5,90,70,40,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,80,40,NA,15,5,20,95,NA,80,NA,100,75,NA,2,35,20,1,NA,2,NA,5,2,1,1,2,"12"
"107","023677","011","0","0","010",1,5,5,14,0,1,NA,NA,NA,90,80,70,NA,1,NA,NA,20,NA,NA,NA,20,5,NA,NA,NA,75,NA,55,40,NA,40,35,40,70,NA,NA,45,70,60,NA,2,55,35,2,NA,2,NA,5,3,1,1,2,"12"
"108","023831","010","0","0","040",5,5,1,14,1,1,50,2,10,10,0,NA,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6,4,NA,0,NA,25,70,NA,998,NA,10,25,NA,2,30,10,3,NA,1,1,NA,1,1,2,2,"12"
"109","023831","040","0","0","010",1,1,5,12,1,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,50,0,NA,NA,0,NA,50,50,2,50,NA,NA,100,NA,50,50,NA,50,2,NA,NA,50,998,NA,1,NA,NA,3,5,1,1,NA,1,1,2,2,"12"
"110","023913","010","0","0",NA,1,1,1,15,0,1,0,1,20,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,80,NA,20,0,20,50,2,50,NA,70,40,NA,2,20,10,3,NA,1,1,NA,3,1,1,2,"12"
"111","024231","010","0","0","020",5,5,1,15,0,1,10,1,10,70,50,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,10,10,NA,10,10,5,50,2,50,NA,20,20,NA,2,10,50,2,NA,1,1,NA,3,1,4,2,"12"
"112","024231","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,50,5,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,0,NA,25,50,2,NA,NA,50,60,NA,2,55,40,2,NA,1,1,NA,3,1,4,2,"12"
"113","024650","020","0","0","030",5,1,5,13,0,1,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,10,NA,0,NA,10,85,NA,50,NA,85,15,NA,2,10,0,3,NA,2,NA,1,1,1,1,2,"12"
"114","024650","030","0","0","020",1,5,1,15,0,1,50,1,0,100,100,30,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,10,NA,0,NA,10,100,NA,0,NA,80,50,1,2,0,10,2,NA,1,1,NA,3,1,1,2,"12"
"115","024884","020","0","0",NA,1,1,1,12,2,1,80,2,60,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,60,NA,0,NA,0,999,NA,80,NA,998,0,NA,2,NA,0,3,NA,1,1,NA,3,1,2,2,"12"
"116","025081","010","0","0","020",5,5,1,16,0,1,20,2,20,100,100,80,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,30,20,NA,20,10,10,50,1,30,NA,60,80,NA,2,50,10,2,NA,1,5,NA,3,1,3,2,"12"
"117","025081","020","0","0","010",1,1,5,13,0,1,NA,NA,NA,50,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,40,75,NA,75,40,0,60,NA,60,NA,70,50,2,1,NA,NA,3,NA,1,5,NA,3,1,3,2,"12"
"118","025087","010","0","0","011",1,1,1,15,3,1,50,2,0,90,90,90,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,998,80,NA,50,998,85,99,NA,99,NA,99,998,NA,1,NA,NA,1,NA,2,NA,1,2,1,2,2,"12"
"119","025087","011","0","0","010",5,5,5,14,5,1,NA,NA,NA,99,99,99,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,999,80,NA,45,30,999,999,NA,999,NA,999,50,9,2,998,NA,3,NA,3,NA,NA,3,3,2,2,"12"
"120","025411","010","0","0","040",1,5,1,13,0,1,NA,NA,NA,1,1,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,90,NA,50,50,10,100,NA,95,NA,100,50,2,1,NA,NA,2,NA,1,1,NA,1,1,3,2,"12"
"121","025411","040","0","0","010",5,1,5,13,0,1,NA,NA,NA,0,NA,NA,5,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,10,50,NA,5,0,10,80,NA,50,NA,80,80,NA,2,50,100,3,NA,1,5,NA,2,2,3,2,"12"
"122","025575","010","0","0","040",1,5,1,16,0,1,10,1,0,20,5,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,5,NA,5,5,50,50,2,10,NA,50,20,NA,2,10,10,2,NA,3,NA,NA,3,1,2,2,"12"
"123","025575","040","0","0","010",5,1,5,15,0,1,NA,NA,NA,80,20,0,NA,1,0,0,NA,NA,NA,NA,100,0,NA,NA,NA,50,2,50,20,NA,10,0,30,100,NA,100,NA,100,50,1,2,40,50,2,NA,2,NA,1,3,1,2,2,"12"
"124","030146","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,10,10,10,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,0,100,NA,NA,0,100,NA,100,NA,100,0,NA,2,NA,100,3,NA,1,1,NA,1,1,4,2,"12"
"125","030248","020","0","0","030",1,1,5,10,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0,0,0,NA,NA,0,0,NA,NA,NA,90,0,NA,2,NA,40,3,NA,1,5,NA,2,2,3,2,"12"
"126","030248","030","0","0","020",5,5,1,11,1,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,60,0,0,NA,NA,0,20,NA,50,NA,60,998,NA,1,NA,NA,3,NA,2,NA,1,3,3,3,2,"12"
"127","030701","010","0","0",NA,1,1,1,3,3,1,NA,NA,NA,999,NA,NA,NA,0,NA,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"12"
"128","030904","010","0","0","020",5,1,1,16,0,1,75,2,20,80,10,5,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,60,70,NA,20,5,0,80,NA,15,NA,20,80,NA,2,80,50,2,NA,1,1,NA,1,1,3,2,"12"
"129","030904","020","0","0","010",1,5,5,14,0,1,NA,NA,NA,10,10,2,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,5,NA,10,3,2,15,NA,40,NA,50,35,NA,2,15,10,3,NA,2,NA,1,2,1,3,2,"12"
"130","031337","010","0","0","040",1,1,1,13,0,1,0,1,0,100,100,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,100,NA,NA,0,0,NA,NA,NA,0,100,NA,2,100,NA,2,NA,1,1,NA,1,1,2,2,"12"
"131","031337","040","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"132","031633","020","0","0",NA,1,1,1,16,0,1,50,2,50,50,40,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,10,NA,10,10,10,10,NA,5,NA,5,10,NA,2,10,10,1,NA,3,NA,NA,2,1,3,2,"12"
"133","031890","010","0","0","040",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"134","031890","040","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"135","032014","010","0","0","040",1,5,1,16,0,1,50,1,5,100,100,5,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,50,NA,30,5,0,80,NA,50,NA,85,60,NA,2,80,40,3,NA,1,1,NA,3,1,4,2,"12"
